"","codigo","ano","MULHERES_COM_MAIS_3_PARTOS"
"1142","241335","2021","4"
"1143","241340","2021","6"
"1144","241350","2021","4"
"1145","241370","2021","4"
"1146","241380","2021","1"
"1147","241390","2021","7"
"1148","241400","2021","6"
"1149","241415","2021","1"
"1150","241420","2021","16"
"1151","241440","2021","21"
"1152","241450","2021","1"
"1153","241460","2021","3"
"1154","241470","2021","2"
"1155","241480","2021","9"
"1156","241500","2021","3"
"1157","250000","2021","3"
"1158","250010","2021","3"
"1159","250020","2021","2"
"1160","250030","2021","26"
"1161","250040","2021","18"
"1162","250050","2021","12"
"1163","250053","2021","4"
"1164","250057","2021","7"
"1165","250060","2021","29"
"1166","250070","2021","1"
"1167","250073","2021","1"
"1168","250077","2021","1"
"1169","250080","2021","16"
"1170","250090","2021","10"
"1171","250100","2021","9"
"1172","250110","2021","16"
"1173","250115","2021","2"
"1174","250120","2021","5"
"1175","250130","2021","10"
"1176","250135","2021","5"
"1177","250140","2021","9"
"1178","250150","2021","13"
"1179","250157","2021","5"
"1180","250160","2021","5"
"1181","250170","2021","2"
"1182","250180","2021","32"
"1183","250190","2021","11"
"1184","250205","2021","4"
"1185","250210","2021","3"
"1186","250215","2021","2"
"1187","250220","2021","1"
"1188","250230","2021","1"
"1189","250240","2021","6"
"1190","250250","2021","11"
"1191","250260","2021","2"
"1192","250270","2021","7"
"1193","250280","2021","3"
"1194","250300","2021","26"
"1195","250320","2021","44"
"1196","250330","2021","2"
"1197","250340","2021","2"
"1198","250350","2021","10"
"1199","250355","2021","10"
"1200","250360","2021","6"
"1201","250370","2021","19"
"1202","250380","2021","3"
"1203","250390","2021","3"
"1204","250400","2021","245"
"1205","250403","2021","14"
"1206","250407","2021","2"
"1207","250410","2021","4"
"1208","250415","2021","10"
"1209","250420","2021","5"
"1210","250430","2021","2"
"1211","250435","2021","2"
"1212","250440","2021","6"
"1213","250450","2021","5"
"1214","250460","2021","37"
"1215","250470","2021","2"
"1216","250485","2021","1"
"1217","250490","2021","14"
"1218","250500","2021","5"
"1219","250510","2021","9"
"1220","250520","2021","3"
"1221","250523","2021","4"
"1222","250527","2021","3"
"1223","250530","2021","1"
"1224","250535","2021","4"
"1225","250540","2021","3"
"1226","250560","2021","3"
"1227","250570","2021","11"
"1228","250580","2021","1"
"1229","250600","2021","16"
"1230","250610","2021","12"
"1231","250620","2021","1"
"1232","250625","2021","10"
"1233","250630","2021","29"
"1234","250640","2021","10"
"1235","250650","2021","1"
"1236","250660","2021","3"
"1237","250670","2021","7"
"1238","250680","2021","9"
"1239","250690","2021","9"
"1240","250700","2021","8"
"1241","250710","2021","24"
"1242","250720","2021","10"
"1243","250730","2021","15"
"1244","250740","2021","1"
"1245","250750","2021","374"
"1246","250760","2021","6"
"1247","250770","2021","25"
"1248","250780","2021","3"
"1249","250790","2021","12"
"1250","250800","2021","2"
"1251","250810","2021","1"
"1252","250820","2021","10"
"1253","250830","2021","16"
"1254","250850","2021","1"
"1255","250855","2021","1"
"1256","250860","2021","15"
"1257","250870","2021","1"
"1258","250880","2021","5"
"1259","250890","2021","55"
"1260","250900","2021","5"
"1261","250905","2021","21"
"1262","250910","2021","11"
"1263","250915","2021","3"
"1264","250920","2021","4"
"1265","250930","2021","12"
"1266","250933","2021","4"
"1267","250939","2021","7"
"1268","250940","2021","7"
"1269","250950","2021","8"
"1270","250960","2021","1"
"1271","250970","2021","8"
"1272","250980","2021","7"
"1273","250990","2021","5"
"1274","251000","2021","1"
"1275","251010","2021","3"
"1276","251020","2021","5"
"1277","251040","2021","1"
"1278","251050","2021","1"
"1279","251060","2021","1"
"1280","251080","2021","32"
"1281","251090","2021","2"
"1282","251100","2021","1"
"1283","251120","2021","23"
"1284","251130","2021","3"
"1285","251140","2021","4"
"1286","251150","2021","15"
"1287","251160","2021","6"
"1288","251170","2021","7"
"1289","251180","2021","6"
"1290","251190","2021","31"
"1291","251200","2021","14"
"1292","251210","2021","3"
"1293","251230","2021","6"
"1294","251240","2021","15"
"1295","251250","2021","35"
"1296","251270","2021","21"
"1297","251272","2021","3"
"1298","251274","2021","1"
"1299","251275","2021","4"
"1300","251276","2021","4"
"1301","251278","2021","1"
"1302","251280","2021","1"
"1303","251290","2021","25"
"1304","251300","2021","2"
"1305","251310","2021","9"
"1306","251320","2021","2"
"1307","251330","2021","1"
"1308","251335","2021","1"
"1309","251340","2021","4"
"1310","251350","2021","3"
"1311","251360","2021","2"
"1312","251370","2021","124"
"1313","251380","2021","2"
"1314","251385","2021","1"
"1315","251390","2021","11"
"1316","251398","2021","1"
"1317","251400","2021","1"
"1318","251410","2021","2"
"1319","251420","2021","1"
"1320","251430","2021","3"
"1321","251440","2021","2"
"1322","251450","2021","5"
"1323","251455","2021","2"
"1324","251460","2021","1"
"1325","251470","2021","1"
"1326","251490","2021","4"
"1327","251500","2021","5"
"1328","251510","2021","10"
"1329","251520","2021","1"
"1330","251530","2021","47"
"1331","251540","2021","5"
"1332","251550","2021","3"
"1333","251560","2021","3"
"1334","251570","2021","2"
"1335","251580","2021","4"
"1336","251590","2021","6"
"1337","251593","2021","7"
"1338","251597","2021","3"
"1339","251600","2021","24"
"1340","251610","2021","10"
"1341","251615","2021","1"
"1342","251620","2021","22"
"1343","251630","2021","3"
"1344","251640","2021","7"
"1345","251650","2021","13"
"1346","251660","2021","5"
"1347","251670","2021","11"
"1348","251675","2021","1"
"1349","251680","2021","2"
"1350","251690","2021","2"
"1351","251700","2021","6"
"1352","251720","2021","1"
"1353","260000","2021","1"
"1354","260005","2021","50"
"1355","260010","2021","12"
"1356","260020","2021","7"
"1357","260030","2021","16"
"1358","260040","2021","26"
"1359","260050","2021","67"
"1360","260060","2021","9"
"1361","260070","2021","32"
"1362","260080","2021","11"
"1363","260090","2021","9"
"1364","260100","2021","13"
"1365","260105","2021","20"
"1366","260110","2021","72"
"1367","260120","2021","58"
"1368","260130","2021","7"
"1369","260140","2021","45"
"1370","260150","2021","6"
"1371","260160","2021","24"
"1372","260170","2021","44"
"1373","260180","2021","13"
"1374","260190","2021","25"
"1375","260200","2021","25"
"1376","260210","2021","25"
"1377","260220","2021","12"
"1378","260230","2021","33"
"1379","260240","2021","15"
"1380","260250","2021","2"
"1381","260260","2021","32"
"1382","260270","2021","4"
"1383","260280","2021","100"
"1384","260290","2021","95"
"1385","260300","2021","28"
"1386","260310","2021","12"
"1387","260320","2021","31"
"1388","260330","2021","4"
"1389","260340","2021","6"
"1390","260345","2021","70"
"1391","260350","2021","5"
"1392","260360","2021","4"
"1393","260370","2021","23"
"1394","260380","2021","16"
"1395","260390","2021","4"
"1396","260392","2021","26"
"1397","260400","2021","25"
"1398","260410","2021","178"
"1399","260415","2021","3"
"1400","260420","2021","18"
"1401","260430","2021","8"
"1402","260440","2021","3"
"1403","260450","2021","9"
"1404","260460","2021","22"
"1405","260470","2021","10"
"1406","260480","2021","7"
"1407","260490","2021","5"
"1408","260500","2021","9"
"1409","260510","2021","8"
"1410","260515","2021","11"
"1411","260520","2021","28"
"1412","260530","2021","16"
"1413","260540","2021","11"
"1414","260550","2021","9"
"1415","260560","2021","10"
"1416","260570","2021","21"
"1417","260580","2021","1"
"1418","260590","2021","14"
"1419","260600","2021","82"
"1420","260610","2021","10"
"1421","260620","2021","46"
"1422","260630","2021","2"
"1423","260640","2021","33"
"1424","260650","2021","20"
"1425","260660","2021","26"
"1426","260670","2021","4"
"1427","260680","2021","62"
"1428","260690","2021","4"
"1429","260700","2021","37"
"1430","260720","2021","53"
"1431","260730","2021","41"
"1432","260740","2021","2"
"1433","260750","2021","27"
"1434","260760","2021","17"
"1435","260765","2021","33"
"1436","260770","2021","2"
"1437","260775","2021","21"
"1438","260780","2021","13"
"1439","260790","2021","295"
"1440","260795","2021","9"
"1441","260800","2021","10"
"1442","260805","2021","16"
"1443","260810","2021","11"
"1444","260820","2021","5"
"1445","260825","2021","12"
"1446","260830","2021","10"
"1447","260840","2021","11"
"1448","260845","2021","4"
"1449","260850","2021","8"
"1450","260860","2021","9"
"1451","260870","2021","11"
"1452","260875","2021","17"
"1453","260880","2021","35"
"1454","260890","2021","15"
"1455","260900","2021","13"
"1456","260910","2021","18"
"1457","260915","2021","24"
"1458","260920","2021","12"
"1459","260930","2021","15"
"1460","260940","2021","26"
"1461","260950","2021","22"
"1462","260960","2021","196"
"1463","260970","2021","5"
"1464","260980","2021","11"
"1465","260990","2021","57"
"1466","261000","2021","24"
"1467","261010","2021","8"
"1468","261020","2021","22"
"1469","261030","2021","11"
"1470","261040","2021","12"
"1471","261050","2021","9"
"1472","261060","2021","27"
"1473","261070","2021","120"
"1474","261080","2021","25"
"1475","261090","2021","49"
"1476","261100","2021","40"
"1477","261110","2021","342"
"1478","261120","2021","8"
"1479","261130","2021","15"
"1480","261140","2021","4"
"1481","261150","2021","10"
"1482","261153","2021","3"
"1483","261160","2021","595"
"1484","261170","2021","4"
"1485","261180","2021","18"
"1486","261190","2021","22"
"1487","261200","2021","7"
"1488","261210","2021","1"
"1489","261220","2021","62"
"1490","261230","2021","16"
"1491","261240","2021","22"
"1492","261245","2021","16"
"1493","261247","2021","7"
"1494","261250","2021","36"
"1495","261255","2021","5"
"1496","261260","2021","34"
"1497","261270","2021","9"
"1498","261280","2021","8"
"1499","261290","2021","8"
"1500","261300","2021","48"
"1501","261310","2021","17"
"1502","261320","2021","18"
"1503","261330","2021","15"
"1504","261340","2021","23"
"1505","261350","2021","14"
"1506","261360","2021","12"
"1507","261370","2021","54"
"1508","261380","2021","18"
"1509","261390","2021","40"
"1510","261400","2021","16"
"1511","261410","2021","21"
"1512","261420","2021","31"
"1513","261430","2021","12"
"1514","261440","2021","4"
"1515","261450","2021","13"
"1516","261460","2021","3"
"1517","261470","2021","3"
"1518","261480","2021","20"
"1519","261485","2021","26"
"1520","261500","2021","8"
"1521","261510","2021","8"
"1522","261520","2021","8"
"1523","261530","2021","28"
"1524","261540","2021","12"
"1525","261550","2021","10"
"1526","261560","2021","32"
"1527","261570","2021","3"
"1528","261580","2021","32"
"1529","261590","2021","5"
"1530","261600","2021","11"
"1531","261610","2021","2"
"1532","261620","2021","11"
"1533","261630","2021","18"
"1534","261640","2021","51"
"1535","261650","2021","15"
"1536","270010","2021","17"
"1537","270020","2021","13"
"1538","270030","2021","94"
"1539","270040","2021","45"
"1540","270050","2021","12"
"1541","270060","2021","4"
"1542","270070","2021","14"
"1543","270080","2021","3"
"1544","270090","2021","6"
"1545","270100","2021","24"
"1546","270110","2021","19"
"1547","270120","2021","6"
"1548","270130","2021","19"
"1549","270135","2021","9"
"1550","270140","2021","20"
"1551","270150","2021","6"
"1552","270160","2021","26"
"1553","270170","2021","15"
"1554","270180","2021","8"
"1555","270190","2021","8"
"1556","270200","2021","6"
"1557","270210","2021","13"
"1558","270220","2021","6"
"1559","270230","2021","42"
"1560","270235","2021","21"
"1561","270240","2021","25"
"1562","270250","2021","3"
"1563","270255","2021","13"
"1564","270260","2021","8"
"1565","270270","2021","2"
"1566","270280","2021","8"
"1567","270290","2021","25"
"1568","270300","2021","17"
"1569","270310","2021","20"
"1570","270320","2021","9"
"1571","270330","2021","21"
"1572","270340","2021","7"
"1573","270350","2021","4"
"1574","270360","2021","14"
"1575","270370","2021","3"
"1576","270375","2021","4"
"1577","270380","2021","42"
"1578","270390","2021","6"
"1579","270400","2021","18"
"1580","270410","2021","12"
"1581","270420","2021","16"
"1582","270430","2021","371"
"1583","270440","2021","12"
"1584","270450","2021","43"
"1585","270460","2021","4"
"1586","270470","2021","35"
"1587","270480","2021","6"
"1588","270490","2021","1"
"1589","270500","2021","15"
"1590","270510","2021","21"
"1591","270520","2021","11"
"1592","270530","2021","2"
"1593","270540","2021","9"
"1594","270550","2021","46"
"1595","270560","2021","8"
"1596","270570","2021","18"
"1597","270580","2021","7"
"1598","270590","2021","1"
"1599","270600","2021","4"
"1600","270610","2021","12"
"1601","270620","2021","5"
"1602","270630","2021","32"
"1603","270640","2021","16"
"1604","270642","2021","5"
"1605","270644","2021","11"
"1606","270650","2021","4"
"1607","270660","2021","1"
"1608","270670","2021","29"
"1609","270680","2021","14"
"1610","270690","2021","23"
"1611","270700","2021","2"
"1612","270710","2021","27"
"1613","270720","2021","13"
"1614","270730","2021","14"
"1615","270740","2021","7"
"1616","270750","2021","11"
"1617","270760","2021","10"
"1618","270770","2021","55"
"1619","270780","2021","6"
"1620","270790","2021","5"
"1621","270800","2021","33"
"1622","270810","2021","10"
"1623","270820","2021","4"
"1624","270830","2021","31"
"1625","270840","2021","29"
"1626","270850","2021","28"
"1627","270860","2021","37"
"1628","270870","2021","7"
"1629","270880","2021","25"
"1630","270890","2021","9"
"1631","270895","2021","11"
"1632","270900","2021","5"
"1633","270910","2021","8"
"1634","270915","2021","40"
"1635","270920","2021","22"
"1636","270930","2021","85"
"1637","270940","2021","24"
"1638","280010","2021","2"
"1639","280020","2021","16"
"1640","280030","2021","442"
"1641","280040","2021","7"
"1642","280050","2021","21"
"1643","280060","2021","46"
"1644","280067","2021","16"
"1645","280070","2021","18"
"1646","280100","2021","9"
"1647","280110","2021","8"
"1648","280120","2021","43"
"1649","280130","2021","49"
"1650","280140","2021","19"
"1651","280150","2021","19"
"1652","280160","2021","1"
"1653","280170","2021","21"
"1654","280190","2021","3"
"1655","280200","2021","10"
"1656","280210","2021","63"
"1657","280220","2021","11"
"1658","280230","2021","15"
"1659","280240","2021","5"
"1660","280250","2021","4"
"1661","280260","2021","5"
"1662","280270","2021","10"
"1663","280280","2021","26"
"1664","280290","2021","71"
"1665","280300","2021","40"
"1666","280310","2021","3"
"1667","280320","2021","37"
"1668","280330","2021","11"
"1669","280340","2021","15"
"1670","280350","2021","74"
"1671","280360","2021","29"
"1672","280370","2021","4"
"1673","280380","2021","4"
"1674","280390","2021","10"
"1675","280400","2021","16"
"1676","280410","2021","6"
"1677","280420","2021","14"
"1678","280430","2021","8"
"1679","280440","2021","17"
"1680","280445","2021","2"
"1681","280450","2021","25"
"1682","280460","2021","23"
"1683","280470","2021","3"
"1684","280480","2021","202"
"1685","280490","2021","18"
"1686","280500","2021","4"
"1687","280510","2021","6"
"1688","280520","2021","4"
"1689","280530","2021","6"
"1690","280540","2021","40"
"1691","280550","2021","12"
"1692","280560","2021","26"
"1693","280570","2021","14"
"1694","280580","2021","25"
"1695","280590","2021","9"
"1696","280600","2021","7"
"1697","280610","2021","12"
"1698","280620","2021","17"
"1699","280630","2021","16"
"1700","280640","2021","6"
"1701","280650","2021","2"
"1702","280660","2021","11"
"1703","280670","2021","84"
"1704","280680","2021","6"
"1705","280690","2021","2"
"1706","280700","2021","2"
"1707","280710","2021","22"
"1708","280720","2021","8"
"1709","280730","2021","1"
"1710","280740","2021","38"
"1711","280750","2021","11"
"1712","280760","2021","27"
"1713","290020","2021","17"
"1714","290030","2021","10"
"1715","290035","2021","8"
"1716","290040","2021","6"
"1717","290050","2021","1"
"1718","290060","2021","2"
"1719","290070","2021","73"
"1720","290080","2021","18"
"1721","290090","2021","3"
"1722","290100","2021","13"
"1723","290110","2021","10"
"1724","290115","2021","12"
"1725","290120","2021","10"
"1726","290130","2021","9"
"1727","290135","2021","8"
"1728","290140","2021","10"
"1729","290150","2021","3"
"1730","290160","2021","3"
"1731","290170","2021","5"
"1732","290180","2021","8"
"1733","290190","2021","13"
"1734","290195","2021","4"
"1735","290200","2021","4"
"1736","290205","2021","6"
"1737","290210","2021","20"
"1738","290220","2021","8"
"1739","290225","2021","15"
"1740","290230","2021","3"
"1741","290240","2021","16"
"1742","290250","2021","2"
"1743","290260","2021","12"
"1744","290265","2021","10"
"1745","290270","2021","57"
"1746","290280","2021","10"
"1747","290290","2021","28"
"1748","290300","2021","4"
"1749","290310","2021","2"
"1750","290320","2021","83"
"1751","290323","2021","6"
"1752","290327","2021","4"
"1753","290330","2021","5"
"1754","290340","2021","16"
"1755","290350","2021","9"
"1756","290360","2021","10"
"1757","290370","2021","5"
"1758","290380","2021","16"
"1759","290390","2021","64"
"1760","290395","2021","6"
"1761","290400","2021","5"
"1762","290405","2021","14"
"1763","290410","2021","8"
"1764","290420","2021","2"
"1765","290430","2021","8"
"1766","290440","2021","2"
"1767","290450","2021","6"
"1768","290460","2021","19"
"1769","290470","2021","13"
"1770","290475","2021","13"
"1771","290480","2021","3"
"1772","290485","2021","7"
"1773","290490","2021","9"
"1774","290500","2021","6"
"1775","290510","2021","7"
"1776","290515","2021","2"
"1777","290520","2021","12"
"1778","290530","2021","13"
"1779","290540","2021","12"
"1780","290550","2021","7"
"1781","290560","2021","31"
"1782","290570","2021","130"
"1783","290580","2021","51"
"1784","290590","2021","27"
"1785","290600","2021","49"
"1786","290610","2021","3"
"1787","290620","2021","7"
"1788","290630","2021","27"
"1789","290640","2021","4"
"1790","290650","2021","35"
"1791","290660","2021","1"
"1792","290670","2021","13"
"1793","290680","2021","19"
"1794","290682","2021","13"
"1795","290685","2021","3"
"1796","290687","2021","8"
"1797","290689","2021","1"
"1798","290690","2021","13"
"1799","290700","2021","2"
"1800","290710","2021","27"
"1801","290720","2021","79"
"1802","290730","2021","11"
"1803","290740","2021","2"
"1804","290750","2021","16"
"1805","290755","2021","1"
"1806","290760","2021","18"
"1807","290770","2021","11"
"1808","290780","2021","11"
"1809","290790","2021","21"
"1810","290800","2021","12"
"1811","290810","2021","5"
"1812","290820","2021","10"
"1813","290830","2021","6"
"1814","290840","2021","30"
"1815","290850","2021","8"
"1816","290860","2021","23"
"1817","290870","2021","3"
"1818","290880","2021","2"
"1819","290890","2021","5"
"1820","290900","2021","1"
"1821","290910","2021","8"
"1822","290920","2021","9"
"1823","290930","2021","15"
"1824","290940","2021","10"
"1825","290950","2021","2"
"1826","290960","2021","15"
"1827","290970","2021","3"
"1828","290980","2021","9"
"1829","290990","2021","32"
"1830","291000","2021","11"
"1831","291005","2021","29"
"1832","291020","2021","2"
"1833","291030","2021","3"
"1834","291040","2021","14"
"1835","291050","2021","22"
"1836","291060","2021","21"
"1837","291070","2021","32"
"1838","291072","2021","85"
"1839","291075","2021","7"
"1840","291077","2021","3"
"1841","291080","2021","178"
"1842","291085","2021","12"
"1843","291090","2021","2"
"1844","291100","2021","2"
"1845","291110","2021","25"
"1846","291120","2021","15"
"1847","291125","2021","2"
"1848","291130","2021","5"
"1849","291140","2021","10"
"1850","291150","2021","2"
"1851","291160","2021","8"
"1852","291165","2021","1"
"1853","291170","2021","27"
"1854","291180","2021","11"
"1855","291185","2021","6"
"1856","291190","2021","15"
"1857","291200","2021","4"
"1858","291210","2021","12"
"1859","291220","2021","7"
"1860","291230","2021","6"
"1861","291240","2021","11"
"1862","291250","2021","4"
"1863","291260","2021","1"
"1864","291270","2021","20"
"1865","291280","2021","8"
"1866","291290","2021","16"
"1867","291300","2021","2"
"1868","291310","2021","8"
"1869","291320","2021","13"
"1870","291330","2021","2"
"1871","291340","2021","3"
"1872","291345","2021","6"
"1873","291350","2021","18"
"1874","291360","2021","97"
"1875","291370","2021","23"
"1876","291380","2021","5"
"1877","291390","2021","14"
"1878","291400","2021","10"
"1879","291410","2021","2"
"1880","291420","2021","2"
"1881","291430","2021","3"
"1882","291440","2021","17"
"1883","291450","2021","10"
"1884","291460","2021","32"
"1885","291465","2021","40"
"1886","291470","2021","23"
"1887","291480","2021","73"
"1888","291490","2021","32"
"1889","291500","2021","9"
"1890","291510","2021","6"
"1891","291520","2021","6"
"1892","291530","2021","10"
"1893","291535","2021","12"
"1894","291540","2021","12"
"1895","291550","2021","14"
"1896","291560","2021","45"
"1897","291570","2021","7"
"1898","291580","2021","22"
"1899","291590","2021","7"
"1900","291600","2021","7"
"1901","291610","2021","7"
"1902","291620","2021","9"
"1903","291630","2021","8"
"1904","291640","2021","51"
"1905","291650","2021","33"
"1906","291660","2021","11"
"1907","291670","2021","10"
"1908","291680","2021","4"
"1909","291685","2021","5"
"1910","291690","2021","8"
"1911","291700","2021","25"
"1912","291710","2021","23"
"1913","291720","2021","6"
"1914","291730","2021","25"
"1915","291733","2021","5"
"1916","291735","2021","3"
"1917","291740","2021","3"
"1918","291750","2021","45"
"1919","291760","2021","28"
"1920","291770","2021","18"
"1921","291780","2021","5"
"1922","291790","2021","18"
"1923","291800","2021","78"
"1924","291810","2021","21"
"1925","291820","2021","5"
"1926","291830","2021","10"
"1927","291835","2021","24"
"1928","291840","2021","252"
"1929","291845","2021","4"
"1930","291850","2021","14"
"1931","291855","2021","7"
"1932","291860","2021","1"
"1933","291870","2021","2"
"1934","291875","2021","4"
"1935","291880","2021","7"
"1936","291890","2021","2"
"1937","291900","2021","2"
"1938","291905","2021","5"
"1939","291910","2021","5"
"1940","291915","2021","18"
"1941","291920","2021","48"
"1942","291930","2021","6"
"1943","291950","2021","5"
"1944","291955","2021","48"
"1945","291960","2021","4"
"1946","291970","2021","6"
"1947","291980","2021","25"
"1948","291990","2021","4"
"1949","291992","2021","6"
"1950","291995","2021","1"
"1951","292000","2021","4"
"1952","292010","2021","4"
"1953","292020","2021","17"
"1954","292030","2021","1"
"1955","292040","2021","4"
"1956","292045","2021","1"
"1957","292050","2021","10"
"1958","292060","2021","9"
"1959","292070","2021","12"
"1960","292080","2021","2"
"1961","292090","2021","9"
"1962","292100","2021","34"
"1963","292105","2021","9"
"1964","292110","2021","17"
"1965","292120","2021","3"
"1966","292130","2021","7"
"1967","292140","2021","11"
"1968","292145","2021","2"
"1969","292150","2021","23"
"1970","292160","2021","10"
"1971","292170","2021","20"
"1972","292180","2021","4"
"1973","292190","2021","4"
"1974","292200","2021","28"
"1975","292205","2021","8"
"1976","292210","2021","8"
"1977","292220","2021","1"
"1978","292225","2021","12"
"1979","292230","2021","8"
"1980","292240","2021","5"
"1981","292250","2021","11"
"1982","292260","2021","11"
"1983","292265","2021","9"
"1984","292270","2021","11"
"1985","292273","2021","1"
"1986","292275","2021","5"
"1987","292280","2021","6"
"1988","292285","2021","7"
"1989","292290","2021","37"
"1990","292300","2021","32"
"1991","292303","2021","1"
"1992","292305","2021","7"
"1993","292310","2021","12"
"1994","292320","2021","17"
"1995","292330","2021","6"
"1996","292335","2021","11"
"1997","292340","2021","12"
"1998","292350","2021","11"
"1999","292360","2021","1"
"2000","292370","2021","19"
"2001","292380","2021","7"
"2002","292390","2021","14"
"2003","292400","2021","60"
"2004","292405","2021","4"
"2005","292410","2021","6"
"2006","292420","2021","19"
"2007","292430","2021","5"
"2008","292440","2021","35"
"2009","292450","2021","1"
"2010","292460","2021","8"
"2011","292465","2021","3"
"2012","292467","2021","5"
"2013","292470","2021","1"
"2014","292480","2021","9"
"2015","292490","2021","3"
"2016","292500","2021","18"
"2017","292510","2021","34"
"2018","292520","2021","13"
"2019","292525","2021","9"
"2020","292530","2021","156"
"2021","292540","2021","5"
"2022","292550","2021","43"
"2023","292560","2021","10"
"2024","292570","2021","6"
"2025","292575","2021","20"
"2026","292580","2021","21"
"2027","292590","2021","19"
"2028","292595","2021","12"
"2029","292600","2021","26"
"2030","292610","2021","1"
"2031","292620","2021","18"
"2032","292630","2021","9"
"2033","292640","2021","17"
"2034","292650","2021","16"
"2035","292660","2021","17"
"2036","292665","2021","10"
"2037","292670","2021","3"
"2038","292680","2021","1"
"2039","292700","2021","32"
"2040","292710","2021","15"
"2041","292720","2021","15"
"2042","292730","2021","9"
"2043","292740","2021","815"
"2044","292750","2021","8"
"2045","292760","2021","9"
"2046","292770","2021","40"
"2047","292780","2021","5"
"2048","292790","2021","5"
"2049","292800","2021","17"
"2050","292805","2021","18"
"2051","292810","2021","21"
"2052","292820","2021","10"
"2053","292830","2021","6"
"2054","292840","2021","39"
"2055","292850","2021","6"
"2056","292860","2021","27"
"2057","292870","2021","36"
"2058","292880","2021","26"
"2059","292890","2021","26"
"2060","292895","2021","4"
"2061","292900","2021","1"
"2062","292905","2021","8"
"2063","292910","2021","4"
"2064","292920","2021","12"
"2065","292925","2021","10"
"2066","292930","2021","17"
"2067","292935","2021","4"
"2068","292937","2021","4"
"2069","292940","2021","7"
"2070","292950","2021","24"
"2071","292960","2021","2"
"2072","292970","2021","17"
"2073","292975","2021","6"
"2074","292990","2021","19"
"2075","293000","2021","5"
"2076","293010","2021","40"
"2077","293015","2021","40"
"2078","293020","2021","40"
"2079","293030","2021","3"
"2080","293040","2021","3"
"2081","293050","2021","20"
"2082","293060","2021","5"
"2083","293070","2021","86"
"2084","293075","2021","20"
"2085","293076","2021","2"
"2086","293077","2021","35"
"2087","293080","2021","3"
"2088","293090","2021","7"
"2089","293100","2021","1"
"2090","293105","2021","4"
"2091","293110","2021","5"
"2092","293120","2021","17"
"2093","293130","2021","15"
"2094","293135","2021","90"
"2095","293140","2021","1"
"2096","293150","2021","8"
"2097","293160","2021","4"
"2098","293170","2021","3"
"2099","293180","2021","4"
"2100","293190","2021","29"
"2101","293200","2021","9"
"2102","293210","2021","10"
"2103","293220","2021","16"
"2104","293230","2021","11"
"2105","293240","2021","1"
"2106","293245","2021","8"
"2107","293250","2021","25"
"2108","293270","2021","33"
"2109","293280","2021","14"
"2110","293290","2021","57"
"2111","293300","2021","5"
"2112","293305","2021","5"
"2113","293310","2021","2"
"2114","293315","2021","3"
"2115","293317","2021","4"
"2116","293320","2021","20"
"2117","293325","2021","3"
"2118","293330","2021","197"
"2119","293340","2021","3"
"2120","293345","2021","13"
"2121","293350","2021","32"
"2122","293360","2021","63"
"2123","310010","2021","2"
"2124","310020","2021","4"
"2125","310030","2021","4"
"2126","310040","2021","1"
"2127","310050","2021","1"
"2128","310060","2021","7"
"2129","310090","2021","19"
"2130","310100","2021","8"
"2131","310110","2021","16"
"2132","310120","2021","1"
"2133","310140","2021","1"
"2134","310150","2021","19"
"2135","310160","2021","20"
"2136","310170","2021","29"
"2137","310180","2021","3"
"2138","310190","2021","2"
"2139","310200","2021","2"
"2140","310205","2021","2"
"2141","310210","2021","1"
"2142","310220","2021","1"
"2143","310230","2021","4"
"2144","310240","2021","3"
"2145","310260","2021","9"
"2146","310270","2021","2"
"2147","310280","2021","2"
"2148","310285","2021","9"
"2149","310290","2021","2"
"2150","310300","2021","4"
"2151","310340","2021","22"
"2152","310350","2021","37"
"2153","310360","2021","1"
"2154","310370","2021","2"
"2155","310390","2021","1"
"2156","310400","2021","30"
"2157","310410","2021","2"
"2158","310420","2021","6"
"2159","310430","2021","3"
"2160","310445","2021","3"
"2161","310450","2021","7"
"2162","310460","2021","3"
"2163","310470","2021","13"
"2164","310480","2021","1"
"2165","310490","2021","8"
"2166","310510","2021","3"
"2167","310520","2021","3"
"2168","310540","2021","7"
"2169","310550","2021","1"
"2170","310560","2021","26"
"2171","310570","2021","3"
"2172","310590","2021","5"
"2173","310600","2021","3"
"2174","310610","2021","1"
"2175","310620","2021","428"
"2176","310630","2021","13"
"2177","310640","2021","4"
"2178","310660","2021","11"
"2179","310665","2021","1"
"2180","310670","2021","147"
"2181","310680","2021","1"
"2182","310690","2021","13"
"2183","310710","2021","17"
"2184","310730","2021","32"
"2185","310740","2021","12"
"2186","310750","2021","1"
"2187","310760","2021","3"
"2188","310770","2021","2"
"2189","310780","2021","4"
"2190","310790","2021","9"
"2191","310800","2021","3"
"2192","310820","2021","1"
"2193","310825","2021","10"
"2194","310830","2021","3"
"2195","310840","2021","4"
"2196","310855","2021","3"
"2197","310860","2021","10"
"2198","310880","2021","1"
"2199","310890","2021","4"
"2200","310900","2021","7"
"2201","310910","2021","1"
"2202","310920","2021","7"
"2203","310925","2021","1"
"2204","310930","2021","10"
"2205","310940","2021","18"
"2206","310950","2021","1"
"2207","310970","2021","2"
"2208","310990","2021","5"
"2209","311000","2021","10"
"2210","311010","2021","2"
"2211","311030","2021","2"
"2212","311040","2021","1"
"2213","311050","2021","6"
"2214","311060","2021","4"
"2215","311070","2021","7"
