"","codigo","ano","nvm_com_cor_da_pele_preta"
"2218","312965","2021","4"
"2219","312970","2021","8"
"2220","312980","2021","315"
"2221","312990","2021","1"
"2222","313000","2021","2"
"2223","313005","2021","18"
"2224","313010","2021","80"
"2225","313020","2021","5"
"2226","313030","2021","6"
"2227","313040","2021","15"
"2228","313050","2021","11"
"2229","313055","2021","10"
"2230","313060","2021","2"
"2231","313065","2021","4"
"2232","313070","2021","2"
"2233","313080","2021","6"
"2234","313090","2021","19"
"2235","313100","2021","16"
"2236","313110","2021","3"
"2237","313115","2021","12"
"2238","313120","2021","19"
"2239","313130","2021","210"
"2240","313140","2021","1"
"2241","313150","2021","5"
"2242","313160","2021","4"
"2243","313170","2021","217"
"2244","313180","2021","8"
"2245","313190","2021","56"
"2246","313200","2021","2"
"2247","313210","2021","30"
"2248","313220","2021","19"
"2249","313230","2021","2"
"2250","313240","2021","50"
"2251","313250","2021","17"
"2252","313270","2021","17"
"2253","313290","2021","5"
"2254","313300","2021","4"
"2255","313310","2021","5"
"2256","313320","2021","2"
"2257","313330","2021","7"
"2258","313340","2021","4"
"2259","313350","2021","21"
"2260","313360","2021","6"
"2261","313370","2021","6"
"2262","313375","2021","11"
"2263","313380","2021","70"
"2264","313390","2021","11"
"2265","313400","2021","3"
"2266","313410","2021","9"
"2267","313420","2021","86"
"2268","313430","2021","15"
"2269","313440","2021","37"
"2270","313450","2021","7"
"2271","313460","2021","36"
"2272","313470","2021","8"
"2273","313480","2021","2"
"2274","313490","2021","14"
"2275","313500","2021","2"
"2276","313505","2021","22"
"2277","313510","2021","9"
"2278","313520","2021","118"
"2279","313530","2021","2"
"2280","313535","2021","2"
"2281","313540","2021","5"
"2282","313550","2021","14"
"2283","313560","2021","3"
"2284","313570","2021","9"
"2285","313580","2021","22"
"2286","313590","2021","2"
"2287","313600","2021","7"
"2288","313610","2021","2"
"2289","313620","2021","36"
"2290","313630","2021","76"
"2291","313640","2021","3"
"2292","313650","2021","6"
"2293","313655","2021","2"
"2294","313660","2021","5"
"2295","313665","2021","28"
"2296","313670","2021","1263"
"2297","313680","2021","3"
"2298","313690","2021","6"
"2299","313695","2021","5"
"2300","313700","2021","7"
"2301","313710","2021","4"
"2302","313720","2021","53"
"2303","313730","2021","1"
"2304","313740","2021","16"
"2305","313750","2021","11"
"2306","313753","2021","10"
"2307","313760","2021","96"
"2308","313770","2021","37"
"2309","313780","2021","16"
"2310","313790","2021","6"
"2311","313800","2021","7"
"2312","313810","2021","1"
"2313","313820","2021","261"
"2314","313830","2021","3"
"2315","313835","2021","1"
"2316","313840","2021","148"
"2317","313850","2021","2"
"2318","313860","2021","31"
"2319","313862","2021","2"
"2320","313865","2021","2"
"2321","313867","2021","7"
"2322","313868","2021","12"
"2323","313870","2021","11"
"2324","313880","2021","20"
"2325","313890","2021","2"
"2326","313900","2021","54"
"2327","313910","2021","12"
"2328","313920","2021","1"
"2329","313930","2021","21"
"2330","313940","2021","100"
"2331","313950","2021","22"
"2332","313960","2021","22"
"2333","313970","2021","6"
"2334","313980","2021","42"
"2335","313990","2021","11"
"2336","314000","2021","101"
"2337","314010","2021","1"
"2338","314015","2021","27"
"2339","314020","2021","10"
"2340","314030","2021","6"
"2341","314050","2021","1"
"2342","314053","2021","10"
"2343","314055","2021","3"
"2344","314060","2021","6"
"2345","314070","2021","52"
"2346","314080","2021","25"
"2347","314085","2021","2"
"2348","314090","2021","30"
"2349","314100","2021","4"
"2350","314110","2021","65"
"2351","314130","2021","3"
"2352","314140","2021","8"
"2353","314160","2021","7"
"2354","314170","2021","1"
"2355","314180","2021","40"
"2356","314190","2021","9"
"2357","314200","2021","13"
"2358","314210","2021","2"
"2359","314220","2021","9"
"2360","314225","2021","1"
"2361","314230","2021","14"
"2362","314240","2021","4"
"2363","314250","2021","3"
"2364","314260","2021","3"
"2365","314270","2021","8"
"2366","314280","2021","13"
"2367","314290","2021","5"
"2368","314300","2021","4"
"2369","314310","2021","20"
"2370","314315","2021","1"
"2371","314320","2021","9"
"2372","314330","2021","655"
"2373","314340","2021","2"
"2374","314345","2021","7"
"2375","314350","2021","6"
"2376","314360","2021","2"
"2377","314370","2021","5"
"2378","314380","2021","4"
"2379","314390","2021","115"
"2380","314400","2021","13"
"2381","314410","2021","7"
"2382","314430","2021","48"
"2383","314435","2021","12"
"2384","314437","2021","2"
"2385","314440","2021","1"
"2386","314450","2021","13"
"2387","314460","2021","36"
"2388","314465","2021","3"
"2389","314467","2021","2"
"2390","314470","2021","9"
"2391","314480","2021","54"
"2392","314490","2021","3"
"2393","314500","2021","16"
"2394","314505","2021","1"
"2395","314510","2021","5"
"2396","314520","2021","117"
"2397","314530","2021","5"
"2398","314535","2021","1"
"2399","314540","2021","2"
"2400","314550","2021","5"
"2401","314560","2021","43"
"2402","314580","2021","2"
"2403","314585","2021","16"
"2404","314587","2021","8"
"2405","314590","2021","65"
"2406","314600","2021","7"
"2407","314610","2021","9"
"2408","314620","2021","1"
"2409","314630","2021","8"
"2410","314640","2021","1"
"2411","314650","2021","12"
"2412","314655","2021","2"
"2413","314660","2021","2"
"2414","314670","2021","13"
"2415","314690","2021","23"
"2416","314700","2021","191"
"2417","314710","2021","51"
"2418","314720","2021","20"
"2419","314730","2021","5"
"2420","314740","2021","46"
"2421","314750","2021","3"
"2422","314760","2021","6"
"2423","314770","2021","3"
"2424","314780","2021","3"
"2425","314790","2021","121"
"2426","314795","2021","5"
"2427","314800","2021","109"
"2428","314810","2021","102"
"2429","314820","2021","13"
"2430","314830","2021","13"
"2431","314860","2021","20"
"2432","314870","2021","6"
"2433","314875","2021","5"
"2434","314880","2021","4"
"2435","314890","2021","1"
"2436","314900","2021","1"
"2437","314910","2021","7"
"2438","314915","2021","13"
"2439","314930","2021","84"
"2440","314940","2021","4"
"2441","314950","2021","1"
"2442","314960","2021","4"
"2443","314970","2021","15"
"2444","314980","2021","12"
"2445","314990","2021","32"
"2446","314995","2021","3"
"2447","315000","2021","1"
"2448","315010","2021","5"
"2449","315015","2021","17"
"2450","315020","2021","12"
"2451","315030","2021","7"
"2452","315040","2021","2"
"2453","315050","2021","8"
"2454","315053","2021","6"
"2455","315057","2021","9"
"2456","315060","2021","7"
"2457","315070","2021","1"
"2458","315080","2021","41"
"2459","315090","2021","3"
"2460","315100","2021","2"
"2461","315110","2021","32"
"2462","315120","2021","4"
"2463","315130","2021","15"
"2464","315140","2021","17"
"2465","315150","2021","41"
"2466","315160","2021","3"
"2467","315170","2021","9"
"2468","315180","2021","161"
"2469","315190","2021","2"
"2470","315200","2021","46"
"2471","315210","2021","136"
"2472","315217","2021","3"
"2473","315220","2021","6"
"2474","315230","2021","9"
"2475","315240","2021","1"
"2476","315250","2021","120"
"2477","315260","2021","8"
"2478","315270","2021","3"
"2479","315280","2021","23"
"2480","315290","2021","4"
"2481","315310","2021","2"
"2482","315320","2021","4"
"2483","315330","2021","7"
"2484","315340","2021","12"
"2485","315350","2021","5"
"2486","315360","2021","21"
"2487","315370","2021","1"
"2488","315380","2021","4"
"2489","315390","2021","14"
"2490","315400","2021","30"
"2491","315410","2021","23"
"2492","315415","2021","8"
"2493","315420","2021","14"
"2494","315430","2021","23"
"2495","315440","2021","3"
"2496","315445","2021","6"
"2497","315450","2021","3"
"2498","315460","2021","755"
"2499","315470","2021","6"
"2500","315480","2021","5"
"2501","315490","2021","20"
"2502","315500","2021","2"
"2503","315510","2021","1"
"2504","315520","2021","5"
"2505","315530","2021","3"
"2506","315540","2021","13"
"2507","315550","2021","12"
"2508","315560","2021","3"
"2509","315570","2021","7"
"2510","315580","2021","37"
"2511","315590","2021","9"
"2512","315600","2021","5"
"2513","315610","2021","2"
"2514","315620","2021","1"
"2515","315630","2021","16"
"2516","315640","2021","6"
"2517","315645","2021","1"
"2518","315660","2021","4"
"2519","315670","2021","289"
"2520","315680","2021","23"
"2521","315690","2021","32"
"2522","315700","2021","11"
"2523","315710","2021","1"
"2524","315720","2021","8"
"2525","315725","2021","7"
"2526","315727","2021","7"
"2527","315730","2021","2"
"2528","315733","2021","14"
"2529","315740","2021","12"
"2530","315765","2021","2"
"2531","315770","2021","16"
"2532","315780","2021","498"
"2533","315790","2021","32"
"2534","315800","2021","45"
"2535","315820","2021","5"
"2536","315830","2021","8"
"2537","315840","2021","1"
"2538","315850","2021","5"
"2539","315860","2021","9"
"2540","315870","2021","1"
"2541","315880","2021","9"
"2542","315890","2021","6"
"2543","315895","2021","58"
"2544","315900","2021","7"
"2545","315910","2021","1"
"2546","315920","2021","1"
"2547","315930","2021","4"
"2548","315935","2021","10"
"2549","315940","2021","1"
"2550","315950","2021","13"
"2551","315960","2021","24"
"2552","315970","2021","3"
"2553","315980","2021","6"
"2554","315990","2021","36"
"2555","316000","2021","7"
"2556","316010","2021","5"
"2557","316020","2021","3"
"2558","316040","2021","6"
"2559","316045","2021","3"
"2560","316060","2021","2"
"2561","316070","2021","29"
"2562","316080","2021","19"
"2563","316090","2021","4"
"2564","316095","2021","7"
"2565","316100","2021","7"
"2566","316105","2021","4"
"2567","316110","2021","84"
"2568","316120","2021","5"
"2569","316130","2021","7"
"2570","316140","2021","2"
"2571","316150","2021","6"
"2572","316160","2021","2"
"2573","316170","2021","12"
"2574","316180","2021","20"
"2575","316190","2021","20"
"2576","316200","2021","13"
"2577","316210","2021","13"
"2578","316220","2021","3"
"2579","316225","2021","1"
"2580","316230","2021","2"
"2581","316240","2021","36"
"2582","316250","2021","103"
"2583","316255","2021","10"
"2584","316257","2021","4"
"2585","316260","2021","5"
"2586","316270","2021","8"
"2587","316280","2021","4"
"2588","316290","2021","25"
"2589","316292","2021","51"
"2590","316294","2021","2"
"2591","316295","2021","61"
"2592","316300","2021","1"
"2593","316310","2021","1"
"2594","316320","2021","3"
"2595","316340","2021","11"
"2596","316350","2021","4"
"2597","316360","2021","2"
"2598","316370","2021","46"
"2599","316380","2021","6"
"2600","316400","2021","14"
"2601","316420","2021","23"
"2602","316430","2021","7"
"2603","316440","2021","2"
"2604","316443","2021","1"
"2605","316447","2021","7"
"2606","316450","2021","2"
"2607","316460","2021","19"
"2608","316470","2021","44"
"2609","316480","2021","1"
"2610","316490","2021","1"
"2611","316500","2021","13"
"2612","316510","2021","9"
"2613","316520","2021","2"
"2614","316530","2021","20"
"2615","316540","2021","2"
"2616","316553","2021","59"
"2617","316555","2021","4"
"2618","316556","2021","2"
"2619","316557","2021","3"
"2620","316560","2021","12"
"2621","316570","2021","3"
"2622","316580","2021","3"
"2623","316590","2021","7"
"2624","316600","2021","7"
"2625","316610","2021","4"
"2626","316620","2021","8"
"2627","316630","2021","10"
"2628","316640","2021","1"
"2629","316650","2021","1"
"2630","316660","2021","1"
"2631","316670","2021","9"
"2632","316680","2021","13"
"2633","316690","2021","11"
"2634","316695","2021","1"
"2635","316700","2021","1"
"2636","316710","2021","12"
"2637","316720","2021","344"
"2638","316730","2021","4"
"2639","316740","2021","3"
"2640","316750","2021","7"
"2641","316760","2021","13"
"2642","316780","2021","2"
"2643","316790","2021","5"
"2644","316800","2021","37"
"2645","316805","2021","6"
"2646","316810","2021","1"
"2647","316830","2021","3"
"2648","316840","2021","7"
"2649","316850","2021","19"
"2650","316860","2021","23"
"2651","316870","2021","91"
"2652","316880","2021","7"
"2653","316890","2021","5"
"2654","316900","2021","15"
"2655","316905","2021","3"
"2656","316910","2021","1"
"2657","316920","2021","12"
"2658","316930","2021","154"
"2659","316935","2021","35"
"2660","316940","2021","86"
"2661","316960","2021","13"
"2662","316970","2021","2"
"2663","316980","2021","4"
"2664","316990","2021","156"
"2665","317000","2021","34"
"2666","317005","2021","17"
"2667","317010","2021","301"
"2668","317020","2021","865"
"2669","317030","2021","1"
"2670","317040","2021","48"
"2671","317043","2021","2"
"2672","317050","2021","24"
"2673","317052","2021","4"
"2674","317057","2021","8"
"2675","317060","2021","2"
"2676","317065","2021","1"
"2677","317070","2021","170"
"2678","317075","2021","8"
"2679","317080","2021","2"
"2680","317090","2021","38"
"2681","317100","2021","21"
"2682","317103","2021","4"
"2683","317107","2021","1"
"2684","317110","2021","2"
"2685","317120","2021","312"
"2686","317130","2021","149"
"2687","317140","2021","1"
"2688","317150","2021","1"
"2689","317160","2021","1"
"2690","317170","2021","3"
"2691","317180","2021","5"
"2692","317190","2021","2"
"2693","317200","2021","60"
"2694","317210","2021","11"
"2695","317220","2021","2"
"2696","320010","2021","37"
"2697","320013","2021","3"
"2698","320016","2021","13"
"2699","320020","2021","19"
"2700","320030","2021","3"
"2701","320035","2021","3"
"2702","320040","2021","5"
"2703","320050","2021","10"
"2704","320060","2021","76"
"2705","320070","2021","2"
"2706","320080","2021","19"
"2707","320090","2021","25"
"2708","320100","2021","14"
"2709","320110","2021","10"
"2710","320115","2021","10"
"2711","320120","2021","66"
"2712","320130","2021","706"
"2713","320140","2021","21"
"2714","320150","2021","109"
"2715","320160","2021","95"
"2716","320170","2021","15"
"2717","320180","2021","3"
"2718","320190","2021","17"
"2719","320200","2021","1"
"2720","320210","2021","24"
"2721","320220","2021","29"
"2722","320225","2021","8"
"2723","320230","2021","33"
"2724","320240","2021","108"
"2725","320245","2021","19"
"2726","320250","2021","6"
"2727","320255","2021","2"
"2728","320260","2021","1"
"2729","320265","2021","5"
"2730","320270","2021","5"
"2731","320280","2021","3"
"2732","320290","2021","6"
"2733","320300","2021","13"
"2734","320305","2021","64"
"2735","320310","2021","6"
"2736","320313","2021","11"
"2737","320316","2021","3"
"2738","320320","2021","48"
"2739","320330","2021","9"
"2740","320332","2021","1"
"2741","320334","2021","9"
"2742","320335","2021","11"
"2743","320340","2021","34"
"2744","320350","2021","22"
"2745","320360","2021","7"
"2746","320370","2021","12"
"2747","320380","2021","11"
"2748","320390","2021","46"
"2749","320400","2021","15"
"2750","320405","2021","56"
"2751","320410","2021","38"
"2752","320420","2021","1"
"2753","320425","2021","8"
"2754","320430","2021","10"
"2755","320435","2021","5"
"2756","320450","2021","9"
"2757","320455","2021","5"
"2758","320460","2021","29"
"2759","320465","2021","6"
"2760","320470","2021","18"
"2761","320480","2021","26"
"2762","320490","2021","312"
"2763","320495","2021","6"
"2764","320500","2021","847"
"2765","320501","2021","14"
"2766","320503","2021","5"
"2767","320506","2021","22"
"2768","320510","2021","113"
"2769","320515","2021","6"
"2770","320517","2021","12"
"2771","320520","2021","551"
"2772","320530","2021","475"
"2773","330000","2021","2"
"2774","330010","2021","200"
"2775","330015","2021","13"
"2776","330020","2021","360"
"2777","330022","2021","28"
"2778","330023","2021","85"
"2779","330025","2021","29"
"2780","330030","2021","235"
"2781","330040","2021","298"
"2782","330045","2021","1027"
"2783","330050","2021","30"
"2784","330060","2021","57"
"2785","330070","2021","249"
"2786","330080","2021","39"
"2787","330090","2021","16"
"2788","330093","2021","11"
"2789","330095","2021","25"
"2790","330100","2021","1100"
"2791","330110","2021","60"
"2792","330115","2021","18"
"2793","330120","2021","48"
"2794","330130","2021","60"
"2795","330140","2021","47"
"2796","330150","2021","57"
"2797","330160","2021","8"
"2798","330170","2021","2242"
"2799","330180","2021","13"
"2800","330185","2021","114"
"2801","330187","2021","46"
"2802","330190","2021","322"
"2803","330200","2021","182"
"2804","330205","2021","9"
"2805","330210","2021","35"
"2806","330220","2021","206"
"2807","330225","2021","44"
"2808","330227","2021","176"
"2809","330230","2021","23"
"2810","330240","2021","362"
"2811","330245","2021","24"
"2812","330250","2021","359"
"2813","330260","2021","52"
"2814","330270","2021","105"
"2815","330280","2021","19"
"2816","330285","2021","375"
"2817","330290","2021","44"
"2818","330300","2021","62"
"2819","330310","2021","36"
"2820","330320","2021","261"
"2821","330330","2021","899"
"2822","330340","2021","231"
"2823","330350","2021","1117"
"2824","330360","2021","87"
"2825","330370","2021","141"
"2826","330380","2021","36"
"2827","330385","2021","53"
"2828","330390","2021","645"
"2829","330395","2021","45"
"2830","330400","2021","44"
"2831","330410","2021","25"
"2832","330411","2021","49"
"2833","330412","2021","33"
"2834","330414","2021","275"
"2835","330415","2021","36"
"2836","330420","2021","220"
"2837","330430","2021","81"
"2838","330440","2021","18"
"2839","330450","2021","28"
"2840","330452","2021","90"
"2841","330455","2021","9801"
"2842","330460","2021","10"
"2843","330470","2021","77"
"2844","330475","2021","61"
"2845","330480","2021","52"
"2846","330490","2021","949"
"2847","330500","2021","42"
"2848","330510","2021","1023"
"2849","330513","2021","15"
"2850","330515","2021","44"
"2851","330520","2021","182"
"2852","330530","2021","16"
"2853","330540","2021","24"
"2854","330550","2021","166"
"2855","330555","2021","144"
"2856","330560","2021","32"
"2857","330570","2021","29"
"2858","330575","2021","50"
"2859","330580","2021","225"
"2860","330590","2021","28"
"2861","330600","2021","205"
"2862","330610","2021","152"
"2863","330615","2021","10"
"2864","330620","2021","111"
"2865","330630","2021","470"
"2866","350010","2021","1"
"2867","350020","2021","1"
"2868","350030","2021","29"
"2869","350040","2021","2"
"2870","350050","2021","3"
"2871","350055","2021","3"
"2872","350060","2021","2"
"2873","350070","2021","19"
"2874","350075","2021","1"
"2875","350080","2021","2"
"2876","350090","2021","2"
"2877","350100","2021","9"
"2878","350115","2021","11"
"2879","350120","2021","1"
"2880","350130","2021","15"
"2881","350140","2021","3"
"2882","350150","2021","1"
"2883","350160","2021","108"
"2884","350170","2021","45"
"2885","350180","2021","2"
"2886","350190","2021","35"
"2887","350200","2021","2"
"2888","350210","2021","7"
"2889","350220","2021","3"
"2890","350230","2021","4"
"2891","350240","2021","1"
"2892","350250","2021","11"
"2893","350270","2021","4"
"2894","350275","2021","13"
"2895","350280","2021","79"
"2896","350290","2021","6"
"2897","350300","2021","2"
"2898","350310","2021","4"
"2899","350315","2021","1"
"2900","350320","2021","274"
"2901","350330","2021","68"
"2902","350340","2021","1"
"2903","350350","2021","1"
"2904","350360","2021","6"
"2905","350370","2021","2"
"2906","350380","2021","19"
"2907","350390","2021","97"
"2908","350395","2021","1"
"2909","350400","2021","37"
"2910","350410","2021","97"
"2911","350420","2021","6"
"2912","350430","2021","2"
"2913","350440","2021","3"
"2914","350450","2021","66"
"2915","350460","2021","19"
"2916","350470","2021","1"
"2917","350480","2021","5"
"2918","350490","2021","7"
"2919","350510","2021","1"
"2920","350520","2021","20"
"2921","350530","2021","11"
"2922","350535","2021","3"
"2923","350540","2021","4"
"2924","350550","2021","117"
"2925","350560","2021","22"
"2926","350570","2021","351"
"2927","350580","2021","7"
"2928","350590","2021","56"
"2929","350600","2021","243"
"2930","350610","2021","51"
"2931","350630","2021","2"
"2932","350635","2021","71"
"2933","350640","2021","2"
"2934","350650","2021","23"
"2935","350660","2021","15"
"2936","350670","2021","12"
"2937","350680","2021","4"
"2938","350690","2021","6"
"2939","350700","2021","27"
"2940","350710","2021","14"
"2941","350730","2021","7"
"2942","350740","2021","4"
"2943","350745","2021","2"
"2944","350750","2021","105"
"2945","350760","2021","84"
"2946","350770","2021","1"
"2947","350775","2021","2"
"2948","350780","2021","13"
"2949","350790","2021","15"
"2950","350800","2021","5"
"2951","350810","2021","1"
"2952","350840","2021","44"
"2953","350850","2021","57"
"2954","350860","2021","21"
"2955","350870","2021","6"
"2956","350880","2021","3"
"2957","350900","2021","115"
"2958","350920","2021","80"
"2959","350925","2021","10"
"2960","350930","2021","7"
"2961","350940","2021","22"
"2962","350950","2021","1018"
"2963","350960","2021","62"
"2964","350970","2021","4"
"2965","350980","2021","1"
"2966","350990","2021","13"
"2967","350995","2021","3"
"2968","351000","2021","8"
"2969","351010","2021","2"
"2970","351015","2021","7"
"2971","351020","2021","7"
"2972","351030","2021","10"
"2973","351040","2021","64"
"2974","351050","2021","44"
"2975","351060","2021","598"
"2976","351070","2021","4"
"2977","351080","2021","18"
"2978","351100","2021","5"
"2979","351110","2021","49"
"2980","351120","2021","6"
"2981","351130","2021","4"
"2982","351140","2021","15"
"2983","351150","2021","20"
"2984","351160","2021","2"
"2985","351170","2021","17"
"2986","351190","2021","1"
"2987","351200","2021","9"
"2988","351210","2021","6"
"2989","351220","2021","43"
"2990","351230","2021","8"
"2991","351240","2021","20"
"2992","351250","2021","1"
"2993","351270","2021","2"
"2994","351280","2021","40"
"2995","351290","2021","3"
"2996","351300","2021","301"
"2997","351310","2021","21"
"2998","351320","2021","7"
"2999","351340","2021","56"
"3000","351350","2021","120"
"3001","351360","2021","12"
"3002","351370","2021","9"
"3003","351380","2021","415"
"3004","351390","2021","1"
"3005","351400","2021","2"
"3006","351410","2021","11"
"3007","351440","2021","11"
"3008","351450","2021","5"
"3009","351460","2021","4"
"3010","351470","2021","3"
"3011","351480","2021","25"
"3012","351490","2021","5"
"3013","351492","2021","1"
"3014","351495","2021","1"
"3015","351500","2021","342"
"3016","351510","2021","64"
"3017","351515","2021","10"
"3018","351518","2021","9"
"3019","351519","2021","1"
"3020","351520","2021","4"
"3021","351530","2021","1"
"3022","351535","2021","8"
"3023","351540","2021","14"
"3024","351550","2021","16"
"3025","351560","2021","3"
"3026","351565","2021","1"
"3027","351570","2021","231"
"3028","351590","2021","1"
"3029","351600","2021","2"
"3030","351610","2021","3"
"3031","351620","2021","250"
"3032","351630","2021","102"
"3033","351640","2021","205"
"3034","351660","2021","2"
"3035","351670","2021","29"
"3036","351680","2021","2"
"3037","351685","2021","4"
"3038","351690","2021","7"
"3039","351700","2021","1"
"3040","351710","2021","1"
"3041","351720","2021","5"
"3042","351730","2021","2"
"3043","351740","2021","22"
"3044","351750","2021","18"
"3045","351760","2021","4"
"3046","351770","2021","19"
"3047","351780","2021","1"
"3048","351790","2021","7"
"3049","351810","2021","2"
"3050","351820","2021","5"
"3051","351830","2021","23"
"3052","351840","2021","83"
"3053","351850","2021","3"
"3054","351860","2021","30"
"3055","351870","2021","318"
"3056","351880","2021","1640"
"3057","351885","2021","4"
"3058","351890","2021","4"
"3059","351900","2021","6"
"3060","351905","2021","13"
"3061","351907","2021","202"
"3062","351910","2021","8"
"3063","351920","2021","3"
"3064","351925","2021","5"
"3065","351930","2021","34"
"3066","351940","2021","5"
"3067","351950","2021","1"
"3068","351960","2021","31"
"3069","351970","2021","21"
"3070","351980","2021","5"
"3071","351990","2021","6"
"3072","352000","2021","14"
"3073","352010","2021","21"
"3074","352020","2021","6"
"3075","352030","2021","14"
"3076","352040","2021","19"
"3077","352042","2021","12"
"3078","352044","2021","7"
"3079","352050","2021","169"
"3080","352060","2021","1"
"3081","352070","2021","4"
"3082","352080","2021","1"
"3083","352090","2021","7"
"3084","352100","2021","17"
"3085","352110","2021","8"
"3086","352115","2021","3"
"3087","352120","2021","7"
"3088","352130","2021","10"
"3089","352140","2021","21"
"3090","352150","2021","2"
"3091","352160","2021","2"
"3092","352170","2021","1"
"3093","352180","2021","2"
"3094","352190","2021","3"
"3095","352200","2021","1"
"3096","352210","2021","101"
"3097","352215","2021","6"
"3098","352220","2021","216"
"3099","352230","2021","47"
"3100","352240","2021","31"
"3101","352250","2021","359"
"3102","352260","2021","35"
"3103","352270","2021","12"
"3104","352280","2021","3"
"3105","352290","2021","14"
"3106","352300","2021","2"
"3107","352310","2021","512"
"3108","352320","2021","4"
"3109","352330","2021","14"
"3110","352340","2021","68"
"3111","352350","2021","15"
"3112","352360","2021","10"
"3113","352370","2021","5"
"3114","352380","2021","5"
"3115","352390","2021","118"
"3116","352400","2021","58"
"3117","352410","2021","18"
"3118","352420","2021","3"
"3119","352430","2021","47"
"3120","352440","2021","146"
"3121","352450","2021","3"
"3122","352460","2021","5"
"3123","352470","2021","40"
"3124","352480","2021","9"
"3125","352490","2021","6"
"3126","352500","2021","137"
"3127","352510","2021","43"
"3128","352520","2021","37"
"3129","352530","2021","84"
"3130","352540","2021","2"
"3131","352550","2021","4"
"3132","352560","2021","3"
"3133","352570","2021","23"
"3134","352580","2021","4"
"3135","352585","2021","2"
"3136","352590","2021","441"
"3137","352600","2021","4"
"3138","352610","2021","7"
"3139","352620","2021","18"
"3140","352630","2021","4"
"3141","352640","2021","36"
"3142","352650","2021","1"
"3143","352660","2021","3"
"3144","352670","2021","27"
"3145","352680","2021","12"
"3146","352690","2021","242"
"3147","352700","2021","1"
"3148","352710","2021","30"
"3149","352720","2021","80"
"3150","352730","2021","43"
"3151","352740","2021","6"
"3152","352750","2021","1"
"3153","352760","2021","19"
"3154","352770","2021","2"
"3155","352780","2021","4"
"3156","352790","2021","1"
"3157","352800","2021","7"
"3158","352810","2021","6"
"3159","352820","2021","2"
"3160","352840","2021","23"
"3161","352850","2021","45"
"3162","352860","2021","3"
"3163","352870","2021","1"
"3164","352880","2021","7"
"3165","352900","2021","147"
"3166","352910","2021","1"
"3167","352920","2021","15"
"3168","352930","2021","53"
"3169","352940","2021","451"
"3170","352950","2021","3"
"3171","352965","2021","1"
"3172","352970","2021","8"
"3173","352980","2021","6"
"3174","352990","2021","10"
"3175","353010","2021","4"
"3176","353020","2021","1"
"3177","353030","2021","26"
"3178","353040","2021","8"
"3179","353050","2021","38"
"3180","353060","2021","404"
"3181","353070","2021","66"
"3182","353080","2021","29"
"3183","353110","2021","70"
"3184","353120","2021","1"
"3185","353130","2021","23"
"3186","353140","2021","6"
"3187","353150","2021","5"
"3188","353160","2021","1"
"3189","353180","2021","47"
"3190","353190","2021","26"
"3191","353200","2021","10"
"3192","353205","2021","5"
"3193","353215","2021","1"
"3194","353220","2021","6"
"3195","353230","2021","2"
"3196","353240","2021","12"
"3197","353250","2021","3"
"3198","353260","2021","4"
"3199","353270","2021","3"
"3200","353280","2021","2"
"3201","353282","2021","4"
"3202","353290","2021","7"
"3203","353300","2021","15"
"3204","353310","2021","1"
"3205","353325","2021","4"
"3206","353340","2021","53"
"3207","353350","2021","13"
"3208","353360","2021","3"
"3209","353370","2021","3"
"3210","353380","2021","1"
"3211","353390","2021","55"
"3212","353400","2021","2"
"3213","353410","2021","4"
"3214","353420","2021","2"
"3215","353430","2021","18"
"3216","353440","2021","763"
"3217","353460","2021","3"
"3218","353470","2021","48"
"3219","353475","2021","2"
"3220","353480","2021","5"
"3221","353490","2021","1"
"3222","353500","2021","9"
"3223","353510","2021","12"
"3224","353520","2021","2"
"3225","353530","2021","1"
"3226","353540","2021","9"
"3227","353550","2021","12"
"3228","353560","2021","6"
"3229","353580","2021","5"
"3230","353590","2021","4"
"3231","353600","2021","7"
"3232","353610","2021","3"
"3233","353620","2021","6"
"3234","353630","2021","21"
"3235","353640","2021","4"
"3236","353650","2021","95"
"3237","353660","2021","13"
"3238","353670","2021","21"
"3239","353680","2021","2"
"3240","353700","2021","9"
"3241","353710","2021","28"
"3242","353715","2021","1"
"3243","353720","2021","4"
"3244","353730","2021","14"
"3245","353740","2021","6"
"3246","353750","2021","7"
"3247","353760","2021","67"
"3248","353770","2021","1"
"3249","353780","2021","9"
"3250","353790","2021","4"
"3251","353800","2021","136"
"3252","353810","2021","2"
"3253","353820","2021","4"
"3254","353850","2021","11"
"3255","353860","2021","14"
"3256","353870","2021","511"
"3257","353880","2021","6"
"3258","353890","2021","7"
"3259","353900","2021","7"
"3260","353910","2021","30"
"3261","353920","2021","19"
"3262","353930","2021","37"
"3263","353940","2021","6"
"3264","353950","2021","11"
"3265","353960","2021","4"
"3266","353970","2021","1"
"3267","353980","2021","110"
"3268","353990","2021","5"
"3269","354000","2021","7"
"3270","354020","2021","43"
"3271","354025","2021","4"
"3272","354040","2021","2"
"3273","354050","2021","8"
"3274","354060","2021","32"
"3275","354070","2021","27"
"3276","354075","2021","18"
"3277","354080","2021","6"
"3278","354090","2021","4"
"3279","354100","2021","253"
"3280","354105","2021","4"
"3281","354110","2021","5"
"3282","354120","2021","2"
"3283","354130","2021","7"
"3284","354140","2021","162"
"3285","354150","2021","7"
"3286","354160","2021","11"
"3287","354165","2021","1"
"3288","354170","2021","6"
"3289","354180","2021","2"
"3290","354190","2021","6"
"3291","354200","2021","5"
