"","codigo","ano","nvm_com_cor_da_pele_preta"
"1144","251260","2021","2"
"1145","251270","2021","4"
"1146","251272","2021","1"
"1147","251275","2021","1"
"1148","251290","2021","9"
"1149","251300","2021","1"
"1150","251315","2021","2"
"1151","251320","2021","1"
"1152","251330","2021","1"
"1153","251335","2021","1"
"1154","251340","2021","7"
"1155","251350","2021","1"
"1156","251370","2021","22"
"1157","251380","2021","1"
"1158","251390","2021","2"
"1159","251445","2021","2"
"1160","251455","2021","1"
"1161","251460","2021","1"
"1162","251500","2021","2"
"1163","251520","2021","1"
"1164","251530","2021","9"
"1165","251540","2021","2"
"1166","251550","2021","2"
"1167","251600","2021","2"
"1168","251620","2021","4"
"1169","251630","2021","2"
"1170","251650","2021","4"
"1171","251660","2021","2"
"1172","251670","2021","2"
"1173","251675","2021","1"
"1174","251690","2021","2"
"1175","251700","2021","1"
"1176","251710","2021","1"
"1177","260000","2021","3"
"1178","260005","2021","97"
"1179","260010","2021","12"
"1180","260020","2021","17"
"1181","260030","2021","3"
"1182","260040","2021","15"
"1183","260050","2021","9"
"1184","260060","2021","8"
"1185","260070","2021","15"
"1186","260080","2021","7"
"1187","260090","2021","14"
"1188","260100","2021","6"
"1189","260105","2021","24"
"1190","260110","2021","4"
"1191","260120","2021","38"
"1192","260130","2021","8"
"1193","260140","2021","30"
"1194","260150","2021","2"
"1195","260160","2021","21"
"1196","260170","2021","27"
"1197","260180","2021","24"
"1198","260190","2021","19"
"1199","260200","2021","4"
"1200","260210","2021","8"
"1201","260220","2021","4"
"1202","260230","2021","37"
"1203","260240","2021","5"
"1204","260260","2021","24"
"1205","260270","2021","9"
"1206","260280","2021","18"
"1207","260290","2021","300"
"1208","260300","2021","26"
"1209","260310","2021","6"
"1210","260320","2021","2"
"1211","260330","2021","1"
"1212","260345","2021","180"
"1213","260350","2021","7"
"1214","260360","2021","4"
"1215","260370","2021","6"
"1216","260380","2021","4"
"1217","260390","2021","5"
"1218","260392","2021","6"
"1219","260400","2021","60"
"1220","260410","2021","173"
"1221","260415","2021","2"
"1222","260420","2021","8"
"1223","260430","2021","12"
"1224","260440","2021","8"
"1225","260450","2021","8"
"1226","260460","2021","15"
"1227","260470","2021","1"
"1228","260480","2021","4"
"1229","260490","2021","1"
"1230","260500","2021","13"
"1231","260510","2021","37"
"1232","260515","2021","7"
"1233","260520","2021","40"
"1234","260530","2021","6"
"1235","260540","2021","13"
"1236","260545","2021","3"
"1237","260550","2021","2"
"1238","260560","2021","3"
"1239","260570","2021","35"
"1240","260580","2021","1"
"1241","260590","2021","11"
"1242","260600","2021","55"
"1243","260610","2021","22"
"1244","260620","2021","69"
"1245","260640","2021","13"
"1246","260650","2021","3"
"1247","260660","2021","9"
"1248","260670","2021","1"
"1249","260680","2021","138"
"1250","260690","2021","1"
"1251","260700","2021","6"
"1252","260710","2021","1"
"1253","260720","2021","165"
"1254","260740","2021","9"
"1255","260750","2021","11"
"1256","260760","2021","33"
"1257","260765","2021","18"
"1258","260770","2021","1"
"1259","260775","2021","38"
"1260","260780","2021","14"
"1261","260790","2021","862"
"1262","260795","2021","1"
"1263","260800","2021","1"
"1264","260805","2021","6"
"1265","260810","2021","7"
"1266","260820","2021","5"
"1267","260825","2021","3"
"1268","260830","2021","3"
"1269","260840","2021","1"
"1270","260845","2021","7"
"1271","260850","2021","16"
"1272","260860","2021","1"
"1273","260870","2021","5"
"1274","260875","2021","21"
"1275","260880","2021","19"
"1276","260890","2021","16"
"1277","260900","2021","9"
"1278","260910","2021","6"
"1279","260915","2021","5"
"1280","260920","2021","2"
"1281","260930","2021","47"
"1282","260940","2021","31"
"1283","260950","2021","38"
"1284","260960","2021","539"
"1285","260970","2021","4"
"1286","260980","2021","19"
"1287","260990","2021","4"
"1288","261000","2021","30"
"1289","261020","2021","8"
"1290","261030","2021","1"
"1291","261040","2021","6"
"1292","261050","2021","10"
"1293","261060","2021","68"
"1294","261070","2021","409"
"1295","261080","2021","9"
"1296","261090","2021","14"
"1297","261100","2021","13"
"1298","261110","2021","445"
"1299","261120","2021","3"
"1300","261130","2021","10"
"1301","261140","2021","9"
"1302","261150","2021","3"
"1303","261153","2021","2"
"1304","261160","2021","1926"
"1305","261170","2021","2"
"1306","261180","2021","19"
"1307","261190","2021","34"
"1308","261200","2021","4"
"1309","261210","2021","3"
"1310","261220","2021","90"
"1311","261230","2021","2"
"1312","261240","2021","10"
"1313","261245","2021","3"
"1314","261247","2021","1"
"1315","261250","2021","21"
"1316","261260","2021","64"
"1317","261270","2021","3"
"1318","261280","2021","4"
"1319","261290","2021","3"
"1320","261300","2021","8"
"1321","261310","2021","14"
"1322","261320","2021","7"
"1323","261330","2021","6"
"1324","261340","2021","9"
"1325","261350","2021","9"
"1326","261360","2021","8"
"1327","261370","2021","99"
"1328","261380","2021","6"
"1329","261390","2021","23"
"1330","261400","2021","9"
"1331","261410","2021","10"
"1332","261420","2021","49"
"1333","261430","2021","1"
"1334","261450","2021","12"
"1335","261460","2021","8"
"1336","261470","2021","2"
"1337","261480","2021","2"
"1338","261485","2021","33"
"1339","261500","2021","2"
"1340","261510","2021","1"
"1341","261520","2021","9"
"1342","261530","2021","26"
"1343","261540","2021","15"
"1344","261550","2021","13"
"1345","261580","2021","3"
"1346","261590","2021","3"
"1347","261600","2021","8"
"1348","261610","2021","6"
"1349","261620","2021","8"
"1350","261630","2021","13"
"1351","261640","2021","79"
"1352","261650","2021","2"
"1353","270010","2021","2"
"1354","270020","2021","2"
"1355","270030","2021","4"
"1356","270040","2021","21"
"1357","270050","2021","2"
"1358","270060","2021","1"
"1359","270070","2021","3"
"1360","270080","2021","3"
"1361","270100","2021","9"
"1362","270110","2021","1"
"1363","270120","2021","3"
"1364","270130","2021","3"
"1365","270135","2021","1"
"1366","270140","2021","9"
"1367","270150","2021","1"
"1368","270160","2021","5"
"1369","270170","2021","8"
"1370","270180","2021","2"
"1371","270190","2021","2"
"1372","270240","2021","7"
"1373","270250","2021","5"
"1374","270255","2021","3"
"1375","270280","2021","1"
"1376","270290","2021","2"
"1377","270320","2021","4"
"1378","270330","2021","7"
"1379","270340","2021","2"
"1380","270360","2021","4"
"1381","270380","2021","5"
"1382","270390","2021","4"
"1383","270400","2021","2"
"1384","270420","2021","1"
"1385","270430","2021","160"
"1386","270450","2021","8"
"1387","270460","2021","4"
"1388","270470","2021","22"
"1389","270480","2021","1"
"1390","270490","2021","1"
"1391","270500","2021","5"
"1392","270510","2021","8"
"1393","270520","2021","2"
"1394","270540","2021","6"
"1395","270550","2021","10"
"1396","270560","2021","1"
"1397","270570","2021","11"
"1398","270580","2021","7"
"1399","270590","2021","1"
"1400","270610","2021","2"
"1401","270620","2021","5"
"1402","270630","2021","16"
"1403","270640","2021","16"
"1404","270642","2021","1"
"1405","270650","2021","1"
"1406","270660","2021","2"
"1407","270670","2021","8"
"1408","270690","2021","24"
"1409","270700","2021","1"
"1410","270710","2021","13"
"1411","270720","2021","5"
"1412","270730","2021","6"
"1413","270740","2021","5"
"1414","270750","2021","4"
"1415","270760","2021","9"
"1416","270770","2021","11"
"1417","270780","2021","1"
"1418","270790","2021","2"
"1419","270800","2021","12"
"1420","270820","2021","5"
"1421","270830","2021","1"
"1422","270840","2021","2"
"1423","270850","2021","3"
"1424","270860","2021","1"
"1425","270870","2021","1"
"1426","270880","2021","3"
"1427","270890","2021","9"
"1428","270895","2021","2"
"1429","270910","2021","1"
"1430","270915","2021","5"
"1431","270920","2021","3"
"1432","270930","2021","1"
"1433","270940","2021","2"
"1434","280010","2021","2"
"1435","280020","2021","19"
"1436","280030","2021","946"
"1437","280040","2021","3"
"1438","280050","2021","7"
"1439","280060","2021","75"
"1440","280067","2021","1"
"1441","280070","2021","27"
"1442","280100","2021","7"
"1443","280110","2021","6"
"1444","280120","2021","15"
"1445","280130","2021","50"
"1446","280140","2021","4"
"1447","280150","2021","22"
"1448","280160","2021","1"
"1449","280170","2021","5"
"1450","280190","2021","2"
"1451","280200","2021","17"
"1452","280210","2021","35"
"1453","280220","2021","1"
"1454","280230","2021","3"
"1455","280240","2021","8"
"1456","280250","2021","8"
"1457","280260","2021","2"
"1458","280270","2021","13"
"1459","280280","2021","15"
"1460","280290","2021","22"
"1461","280300","2021","7"
"1462","280310","2021","1"
"1463","280320","2021","78"
"1464","280330","2021","37"
"1465","280340","2021","26"
"1466","280350","2021","21"
"1467","280360","2021","85"
"1468","280370","2021","1"
"1469","280380","2021","7"
"1470","280390","2021","3"
"1471","280400","2021","40"
"1472","280410","2021","3"
"1473","280420","2021","4"
"1474","280430","2021","7"
"1475","280440","2021","20"
"1476","280450","2021","18"
"1477","280460","2021","15"
"1478","280470","2021","6"
"1479","280480","2021","413"
"1480","280490","2021","23"
"1481","280500","2021","1"
"1482","280510","2021","5"
"1483","280520","2021","5"
"1484","280530","2021","16"
"1485","280540","2021","13"
"1486","280550","2021","2"
"1487","280560","2021","16"
"1488","280570","2021","18"
"1489","280580","2021","7"
"1490","280590","2021","36"
"1491","280610","2021","32"
"1492","280620","2021","11"
"1493","280630","2021","7"
"1494","280640","2021","7"
"1495","280650","2021","12"
"1496","280660","2021","30"
"1497","280670","2021","153"
"1498","280680","2021","3"
"1499","280690","2021","1"
"1500","280710","2021","15"
"1501","280720","2021","19"
"1502","280730","2021","5"
"1503","280740","2021","13"
"1504","280750","2021","3"
"1505","280760","2021","9"
"1506","290010","2021","2"
"1507","290020","2021","20"
"1508","290030","2021","18"
"1509","290035","2021","4"
"1510","290040","2021","11"
"1511","290050","2021","13"
"1512","290060","2021","3"
"1513","290070","2021","452"
"1514","290080","2021","58"
"1515","290090","2021","13"
"1516","290100","2021","81"
"1517","290110","2021","22"
"1518","290115","2021","29"
"1519","290120","2021","8"
"1520","290130","2021","31"
"1521","290135","2021","1"
"1522","290140","2021","20"
"1523","290150","2021","7"
"1524","290170","2021","7"
"1525","290180","2021","13"
"1526","290190","2021","26"
"1527","290195","2021","14"
"1528","290200","2021","13"
"1529","290205","2021","34"
"1530","290210","2021","57"
"1531","290220","2021","47"
"1532","290225","2021","10"
"1533","290230","2021","36"
"1534","290240","2021","61"
"1535","290250","2021","8"
"1536","290260","2021","25"
"1537","290265","2021","5"
"1538","290270","2021","78"
"1539","290280","2021","24"
"1540","290290","2021","21"
"1541","290300","2021","12"
"1542","290310","2021","11"
"1543","290320","2021","296"
"1544","290323","2021","3"
"1545","290327","2021","15"
"1546","290330","2021","13"
"1547","290340","2021","55"
"1548","290350","2021","11"
"1549","290360","2021","18"
"1550","290370","2021","16"
"1551","290380","2021","27"
"1552","290390","2021","77"
"1553","290395","2021","8"
"1554","290400","2021","5"
"1555","290405","2021","9"
"1556","290410","2021","16"
"1557","290420","2021","7"
"1558","290430","2021","24"
"1559","290440","2021","7"
"1560","290450","2021","9"
"1561","290460","2021","43"
"1562","290470","2021","46"
"1563","290475","2021","5"
"1564","290480","2021","4"
"1565","290485","2021","78"
"1566","290490","2021","43"
"1567","290500","2021","6"
"1568","290510","2021","29"
"1569","290515","2021","2"
"1570","290520","2021","81"
"1571","290530","2021","27"
"1572","290540","2021","29"
"1573","290550","2021","23"
"1574","290560","2021","47"
"1575","290570","2021","443"
"1576","290580","2021","167"
"1577","290590","2021","7"
"1578","290600","2021","138"
"1579","290620","2021","15"
"1580","290630","2021","55"
"1581","290640","2021","3"
"1582","290650","2021","145"
"1583","290660","2021","15"
"1584","290670","2021","6"
"1585","290680","2021","12"
"1586","290682","2021","10"
"1587","290685","2021","3"
"1588","290687","2021","42"
"1589","290690","2021","31"
"1590","290700","2021","20"
"1591","290710","2021","60"
"1592","290720","2021","40"
"1593","290730","2021","87"
"1594","290740","2021","4"
"1595","290750","2021","78"
"1596","290755","2021","7"
"1597","290760","2021","6"
"1598","290770","2021","9"
"1599","290780","2021","9"
"1600","290790","2021","26"
"1601","290800","2021","34"
"1602","290810","2021","6"
"1603","290820","2021","21"
"1604","290830","2021","42"
"1605","290840","2021","39"
"1606","290850","2021","27"
"1607","290860","2021","46"
"1608","290870","2021","8"
"1609","290880","2021","3"
"1610","290890","2021","13"
"1611","290900","2021","3"
"1612","290910","2021","2"
"1613","290930","2021","10"
"1614","290940","2021","16"
"1615","290950","2021","10"
"1616","290960","2021","13"
"1617","290970","2021","9"
"1618","290980","2021","213"
"1619","290990","2021","33"
"1620","291000","2021","8"
"1621","291005","2021","236"
"1622","291010","2021","7"
"1623","291020","2021","14"
"1624","291030","2021","15"
"1625","291040","2021","12"
"1626","291050","2021","55"
"1627","291060","2021","51"
"1628","291070","2021","10"
"1629","291072","2021","151"
"1630","291075","2021","1"
"1631","291077","2021","3"
"1632","291080","2021","372"
"1633","291085","2021","18"
"1634","291090","2021","1"
"1635","291100","2021","18"
"1636","291110","2021","36"
"1637","291120","2021","25"
"1638","291125","2021","2"
"1639","291130","2021","13"
"1640","291150","2021","13"
"1641","291160","2021","94"
"1642","291170","2021","158"
"1643","291180","2021","18"
"1644","291190","2021","22"
"1645","291200","2021","7"
"1646","291210","2021","32"
"1647","291220","2021","45"
"1648","291230","2021","12"
"1649","291240","2021","20"
"1650","291250","2021","1"
"1651","291260","2021","3"
"1652","291270","2021","89"
"1653","291280","2021","9"
"1654","291290","2021","24"
"1655","291300","2021","17"
"1656","291310","2021","26"
"1657","291320","2021","45"
"1658","291330","2021","4"
"1659","291340","2021","20"
"1660","291345","2021","30"
"1661","291350","2021","23"
"1662","291360","2021","214"
"1663","291370","2021","66"
"1664","291380","2021","15"
"1665","291390","2021","36"
"1666","291400","2021","59"
"1667","291410","2021","4"
"1668","291420","2021","2"
"1669","291430","2021","15"
"1670","291440","2021","2"
"1671","291450","2021","28"
"1672","291460","2021","71"
"1673","291465","2021","49"
"1674","291470","2021","52"
"1675","291480","2021","411"
"1676","291490","2021","87"
"1677","291500","2021","25"
"1678","291510","2021","33"
"1679","291520","2021","12"
"1680","291530","2021","9"
"1681","291535","2021","11"
"1682","291540","2021","11"
"1683","291550","2021","39"
"1684","291560","2021","24"
"1685","291570","2021","36"
"1686","291580","2021","15"
"1687","291590","2021","31"
"1688","291600","2021","10"
"1689","291610","2021","88"
"1690","291620","2021","18"
"1691","291630","2021","16"
"1692","291640","2021","12"
"1693","291650","2021","16"
"1694","291660","2021","16"
"1695","291670","2021","8"
"1696","291680","2021","12"
"1697","291685","2021","6"
"1698","291690","2021","20"
"1699","291700","2021","9"
"1700","291710","2021","18"
"1701","291720","2021","13"
"1702","291730","2021","38"
"1703","291733","2021","13"
"1704","291735","2021","7"
"1705","291740","2021","3"
"1706","291750","2021","28"
"1707","291760","2021","10"
"1708","291770","2021","10"
"1709","291780","2021","55"
"1710","291790","2021","2"
"1711","291800","2021","313"
"1712","291810","2021","10"
"1713","291820","2021","37"
"1714","291830","2021","28"
"1715","291835","2021","14"
"1716","291840","2021","297"
"1717","291845","2021","3"
"1718","291850","2021","10"
"1719","291855","2021","5"
"1720","291860","2021","4"
"1721","291870","2021","8"
"1722","291875","2021","12"
"1723","291880","2021","70"
"1724","291890","2021","2"
"1725","291900","2021","2"
"1726","291905","2021","14"
"1727","291910","2021","5"
"1728","291915","2021","55"
"1729","291920","2021","579"
"1730","291930","2021","21"
"1731","291940","2021","9"
"1732","291950","2021","23"
"1733","291955","2021","111"
"1734","291960","2021","12"
"1735","291970","2021","10"
"1736","291980","2021","22"
"1737","291990","2021","1"
"1738","291992","2021","28"
"1739","291995","2021","2"
"1740","292000","2021","5"
"1741","292010","2021","16"
"1742","292020","2021","27"
"1743","292030","2021","6"
"1744","292040","2021","8"
"1745","292045","2021","9"
"1746","292050","2021","31"
"1747","292060","2021","61"
"1748","292070","2021","82"
"1749","292080","2021","6"
"1750","292090","2021","16"
"1751","292100","2021","154"
"1752","292105","2021","39"
"1753","292110","2021","13"
"1754","292120","2021","23"
"1755","292130","2021","19"
"1756","292140","2021","7"
"1757","292145","2021","3"
"1758","292150","2021","1"
"1759","292160","2021","8"
"1760","292170","2021","37"
"1761","292180","2021","6"
"1762","292190","2021","19"
"1763","292200","2021","57"
"1764","292205","2021","1"
"1765","292210","2021","10"
"1766","292220","2021","21"
"1767","292225","2021","11"
"1768","292230","2021","86"
"1769","292240","2021","65"
"1770","292250","2021","62"
"1771","292260","2021","25"
"1772","292265","2021","8"
"1773","292270","2021","8"
"1774","292273","2021","1"
"1775","292275","2021","2"
"1776","292280","2021","12"
"1777","292285","2021","5"
"1778","292290","2021","15"
"1779","292300","2021","83"
"1780","292303","2021","18"
"1781","292305","2021","1"
"1782","292310","2021","24"
"1783","292320","2021","16"
"1784","292330","2021","23"
"1785","292335","2021","4"
"1786","292340","2021","49"
"1787","292350","2021","6"
"1788","292360","2021","23"
"1789","292370","2021","44"
"1790","292380","2021","4"
"1791","292390","2021","11"
"1792","292400","2021","10"
"1793","292405","2021","5"
"1794","292410","2021","18"
"1795","292420","2021","4"
"1796","292430","2021","17"
"1797","292440","2021","8"
"1798","292450","2021","7"
"1799","292460","2021","22"
"1800","292465","2021","5"
"1801","292467","2021","2"
"1802","292470","2021","2"
"1803","292480","2021","11"
"1804","292490","2021","5"
"1805","292500","2021","12"
"1806","292510","2021","10"
"1807","292520","2021","111"
"1808","292525","2021","14"
"1809","292530","2021","354"
"1810","292540","2021","4"
"1811","292550","2021","35"
"1812","292560","2021","11"
"1813","292570","2021","2"
"1814","292575","2021","52"
"1815","292580","2021","5"
"1816","292590","2021","19"
"1817","292593","2021","6"
"1818","292595","2021","23"
"1819","292600","2021","28"
"1820","292610","2021","15"
"1821","292620","2021","36"
"1822","292630","2021","11"
"1823","292640","2021","54"
"1824","292650","2021","10"
"1825","292660","2021","32"
"1826","292665","2021","2"
"1827","292670","2021","25"
"1828","292680","2021","11"
"1829","292690","2021","6"
"1830","292700","2021","14"
"1831","292710","2021","8"
"1832","292720","2021","18"
"1833","292730","2021","70"
"1834","292740","2021","8271"
"1835","292750","2021","20"
"1836","292770","2021","56"
"1837","292780","2021","8"
"1838","292790","2021","23"
"1839","292800","2021","43"
"1840","292805","2021","18"
"1841","292810","2021","8"
"1842","292820","2021","11"
"1843","292830","2021","4"
"1844","292840","2021","33"
"1845","292850","2021","19"
"1846","292860","2021","182"
"1847","292870","2021","334"
"1848","292880","2021","98"
"1849","292890","2021","28"
"1850","292895","2021","2"
"1851","292900","2021","3"
"1852","292905","2021","16"
"1853","292910","2021","72"
"1854","292920","2021","81"
"1855","292925","2021","25"
"1856","292930","2021","40"
"1857","292935","2021","16"
"1858","292937","2021","16"
"1859","292940","2021","35"
"1860","292950","2021","109"
"1861","292960","2021","61"
"1862","292970","2021","17"
"1863","292975","2021","32"
"1864","292980","2021","14"
"1865","292990","2021","15"
"1866","293000","2021","5"
"1867","293010","2021","48"
"1868","293015","2021","51"
"1869","293020","2021","39"
"1870","293030","2021","1"
"1871","293040","2021","13"
"1872","293050","2021","28"
"1873","293060","2021","5"
"1874","293070","2021","472"
"1875","293075","2021","19"
"1876","293077","2021","18"
"1877","293080","2021","5"
"1878","293090","2021","3"
"1879","293100","2021","7"
"1880","293105","2021","29"
"1881","293110","2021","14"
"1882","293120","2021","62"
"1883","293130","2021","3"
"1884","293135","2021","135"
"1885","293140","2021","11"
"1886","293150","2021","22"
"1887","293160","2021","31"
"1888","293170","2021","23"
"1889","293180","2021","11"
"1890","293190","2021","22"
"1891","293200","2021","8"
"1892","293210","2021","31"
"1893","293220","2021","55"
"1894","293230","2021","19"
"1895","293240","2021","5"
"1896","293245","2021","1"
"1897","293250","2021","16"
"1898","293260","2021","2"
"1899","293270","2021","30"
"1900","293280","2021","10"
"1901","293290","2021","175"
"1902","293300","2021","18"
"1903","293305","2021","7"
"1904","293310","2021","6"
"1905","293315","2021","12"
"1906","293317","2021","32"
"1907","293320","2021","209"
"1908","293325","2021","8"
"1909","293330","2021","289"
"1910","293340","2021","2"
"1911","293345","2021","12"
"1912","293350","2021","36"
"1913","293360","2021","54"
"1914","310010","2021","4"
"1915","310020","2021","5"
"1916","310030","2021","20"
"1917","310040","2021","9"
"1918","310050","2021","7"
"1919","310060","2021","6"
"1920","310070","2021","2"
"1921","310080","2021","3"
"1922","310100","2021","11"
"1923","310110","2021","14"
"1924","310120","2021","5"
"1925","310150","2021","71"
"1926","310160","2021","86"
"1927","310163","2021","7"
"1928","310170","2021","3"
"1929","310180","2021","1"
"1930","310190","2021","8"
"1931","310200","2021","4"
"1932","310210","2021","13"
"1933","310230","2021","28"
"1934","310240","2021","1"
"1935","310250","2021","7"
"1936","310260","2021","20"
"1937","310270","2021","3"
"1938","310280","2021","17"
"1939","310285","2021","5"
"1940","310290","2021","13"
"1941","310300","2021","7"
"1942","310310","2021","1"
"1943","310320","2021","1"
"1944","310330","2021","4"
"1945","310340","2021","1"
"1946","310350","2021","108"
"1947","310360","2021","5"
"1948","310370","2021","8"
"1949","310375","2021","1"
"1950","310390","2021","4"
"1951","310400","2021","108"
"1952","310410","2021","3"
"1953","310420","2021","22"
"1954","310430","2021","16"
"1955","310440","2021","6"
"1956","310450","2021","16"
"1957","310460","2021","3"
"1958","310470","2021","4"
"1959","310480","2021","3"
"1960","310490","2021","7"
"1961","310500","2021","7"
"1962","310510","2021","17"
"1963","310530","2021","3"
"1964","310540","2021","16"
"1965","310550","2021","12"
"1966","310560","2021","156"
"1967","310570","2021","8"
"1968","310590","2021","17"
"1969","310600","2021","6"
"1970","310610","2021","14"
"1971","310620","2021","3449"
"1972","310630","2021","26"
"1973","310640","2021","10"
"1974","310650","2021","9"
"1975","310665","2021","3"
"1976","310670","2021","722"
"1977","310680","2021","9"
"1978","310690","2021","33"
"1979","310700","2021","1"
"1980","310710","2021","69"
"1981","310720","2021","1"
"1982","310730","2021","39"
"1983","310740","2021","38"
"1984","310750","2021","6"
"1985","310770","2021","14"
"1986","310780","2021","15"
"1987","310790","2021","2"
"1988","310800","2021","15"
"1989","310810","2021","4"
"1990","310820","2021","3"
"1991","310825","2021","5"
"1992","310830","2021","6"
"1993","310840","2021","8"
"1994","310850","2021","3"
"1995","310855","2021","45"
"1996","310860","2021","49"
"1997","310870","2021","2"
"1998","310880","2021","3"
"1999","310890","2021","4"
"2000","310900","2021","47"
"2001","310910","2021","2"
"2002","310920","2021","6"
"2003","310925","2021","2"
"2004","310930","2021","14"
"2005","310940","2021","1"
"2006","310945","2021","1"
"2007","310950","2021","4"
"2008","310960","2021","7"
"2009","310970","2021","6"
"2010","310980","2021","1"
"2011","310990","2021","20"
"2012","311000","2021","29"
"2013","311010","2021","8"
"2014","311020","2021","6"
"2015","311030","2021","9"
"2016","311040","2021","1"
"2017","311050","2021","14"
"2018","311060","2021","6"
"2019","311070","2021","14"
"2020","311090","2021","19"
"2021","311100","2021","14"
"2022","311110","2021","13"
"2023","311115","2021","6"
"2024","311120","2021","71"
"2025","311130","2021","14"
"2026","311140","2021","5"
"2027","311150","2021","17"
"2028","311160","2021","10"
"2029","311170","2021","4"
"2030","311180","2021","10"
"2031","311190","2021","5"
"2032","311200","2021","9"
"2033","311205","2021","5"
"2034","311210","2021","8"
"2035","311220","2021","1"
"2036","311230","2021","7"
"2037","311240","2021","1"
"2038","311250","2021","20"
"2039","311260","2021","9"
"2040","311265","2021","3"
"2041","311270","2021","32"
"2042","311280","2021","11"
"2043","311290","2021","16"
"2044","311300","2021","3"
"2045","311310","2021","5"
"2046","311320","2021","7"
"2047","311330","2021","40"
"2048","311340","2021","127"
"2049","311350","2021","3"
"2050","311360","2021","3"
"2051","311370","2021","20"
"2052","311380","2021","2"
"2053","311390","2021","22"
"2054","311400","2021","12"
"2055","311410","2021","12"
"2056","311420","2021","32"
"2057","311430","2021","18"
"2058","311440","2021","17"
"2059","311450","2021","12"
"2060","311455","2021","3"
"2061","311460","2021","13"
"2062","311480","2021","2"
"2063","311490","2021","3"
"2064","311500","2021","1"
"2065","311510","2021","13"
"2066","311520","2021","1"
"2067","311530","2021","8"
"2068","311540","2021","8"
"2069","311545","2021","6"
"2070","311547","2021","2"
"2071","311550","2021","34"
"2072","311560","2021","1"
"2073","311570","2021","2"
"2074","311580","2021","4"
"2075","311590","2021","2"
"2076","311600","2021","5"
"2077","311610","2021","26"
"2078","311615","2021","11"
"2079","311620","2021","7"
"2080","311630","2021","5"
"2081","311650","2021","10"
"2082","311660","2021","21"
"2083","311670","2021","4"
"2084","311680","2021","5"
"2085","311690","2021","3"
"2086","311710","2021","6"
"2087","311720","2021","2"
"2088","311730","2021","28"
"2089","311740","2021","4"
"2090","311750","2021","33"
"2091","311760","2021","2"
"2092","311770","2021","15"
"2093","311780","2021","5"
"2094","311783","2021","5"
"2095","311787","2021","9"
"2096","311790","2021","3"
"2097","311800","2021","90"
"2098","311810","2021","7"
"2099","311820","2021","3"
"2100","311830","2021","239"
"2101","311840","2021","13"
"2102","311850","2021","1"
"2103","311860","2021","1099"
"2104","311870","2021","9"
"2105","311880","2021","14"
"2106","311890","2021","6"
"2107","311900","2021","2"
"2108","311910","2021","22"
"2109","311930","2021","16"
"2110","311940","2021","123"
"2111","311960","2021","3"
"2112","311970","2021","6"
"2113","311980","2021","3"
"2114","311995","2021","2"
"2115","312000","2021","1"
"2116","312010","2021","7"
"2117","312020","2021","12"
"2118","312030","2021","9"
"2119","312040","2021","9"
"2120","312050","2021","8"
"2121","312060","2021","7"
"2122","312070","2021","1"
"2123","312080","2021","27"
"2124","312083","2021","8"
"2125","312087","2021","8"
"2126","312090","2021","50"
"2127","312100","2021","14"
"2128","312110","2021","2"
"2129","312120","2021","5"
"2130","312125","2021","12"
"2131","312130","2021","3"
"2132","312140","2021","4"
"2133","312150","2021","1"
"2134","312160","2021","106"
"2135","312170","2021","8"
"2136","312180","2021","7"
"2137","312190","2021","5"
"2138","312200","2021","20"
"2139","312220","2021","6"
"2140","312230","2021","293"
"2141","312235","2021","3"
"2142","312240","2021","8"
"2143","312245","2021","1"
"2144","312247","2021","7"
"2145","312250","2021","2"
"2146","312260","2021","5"
"2147","312270","2021","9"
"2148","312280","2021","1"
"2149","312300","2021","7"
"2150","312310","2021","5"
"2151","312320","2021","2"
"2152","312330","2021","4"
"2153","312340","2021","2"
"2154","312352","2021","9"
"2155","312360","2021","21"
"2156","312370","2021","1"
"2157","312380","2021","6"
"2158","312385","2021","6"
"2159","312390","2021","5"
"2160","312400","2021","14"
"2161","312410","2021","147"
"2162","312420","2021","25"
"2163","312430","2021","2"
"2164","312440","2021","6"
"2165","312450","2021","4"
"2166","312460","2021","7"
"2167","312480","2021","3"
"2168","312490","2021","8"
"2169","312500","2021","9"
"2170","312510","2021","32"
"2171","312520","2021","1"
"2172","312530","2021","8"
"2173","312540","2021","6"
"2174","312560","2021","3"
"2175","312570","2021","6"
"2176","312590","2021","8"
"2177","312595","2021","8"
"2178","312600","2021","4"
"2179","312610","2021","40"
"2180","312620","2021","3"
"2181","312630","2021","1"
"2182","312640","2021","12"
"2183","312660","2021","4"
"2184","312670","2021","14"
"2185","312675","2021","2"
"2186","312680","2021","2"
"2187","312695","2021","1"
"2188","312700","2021","8"
"2189","312710","2021","28"
"2190","312720","2021","6"
"2191","312733","2021","2"
"2192","312735","2021","4"
"2193","312737","2021","5"
"2194","312738","2021","1"
"2195","312740","2021","1"
"2196","312750","2021","1"
"2197","312760","2021","20"
"2198","312770","2021","75"
"2199","312780","2021","7"
"2200","312790","2021","4"
"2201","312800","2021","15"
"2202","312810","2021","5"
"2203","312820","2021","6"
"2204","312825","2021","3"
"2205","312830","2021","10"
"2206","312840","2021","21"
"2207","312850","2021","9"
"2208","312860","2021","2"
"2209","312870","2021","19"
"2210","312880","2021","24"
"2211","312890","2021","2"
"2212","312900","2021","5"
"2213","312910","2021","1"
"2214","312920","2021","4"
"2215","312930","2021","7"
"2216","312940","2021","7"
"2217","312950","2021","20"
