"","codigo","ano","MULHERES_MENOS_DE_4_ANOS_DE_ESTUDO"
"2215","312980","2021","19"
"2216","313010","2021","4"
"2217","313050","2021","1"
"2218","313055","2021","4"
"2219","313060","2021","3"
"2220","313065","2021","2"
"2221","313090","2021","1"
"2222","313100","2021","1"
"2223","313110","2021","1"
"2224","313115","2021","3"
"2225","313120","2021","2"
"2226","313130","2021","13"
"2227","313170","2021","7"
"2228","313180","2021","2"
"2229","313190","2021","7"
"2230","313210","2021","3"
"2231","313230","2021","4"
"2232","313240","2021","3"
"2233","313250","2021","10"
"2234","313260","2021","1"
"2235","313270","2021","7"
"2236","313280","2021","1"
"2237","313290","2021","1"
"2238","313320","2021","1"
"2239","313360","2021","3"
"2240","313375","2021","1"
"2241","313380","2021","4"
"2242","313400","2021","3"
"2243","313420","2021","1"
"2244","313440","2021","2"
"2245","313460","2021","7"
"2246","313470","2021","5"
"2247","313490","2021","6"
"2248","313505","2021","12"
"2249","313510","2021","10"
"2250","313520","2021","13"
"2251","313535","2021","2"
"2252","313545","2021","4"
"2253","313550","2021","3"
"2254","313570","2021","1"
"2255","313580","2021","11"
"2256","313600","2021","7"
"2257","313610","2021","1"
"2258","313620","2021","6"
"2259","313630","2021","8"
"2260","313650","2021","8"
"2261","313655","2021","1"
"2262","313657","2021","2"
"2263","313660","2021","1"
"2264","313670","2021","30"
"2265","313690","2021","3"
"2266","313695","2021","3"
"2267","313700","2021","20"
"2268","313710","2021","1"
"2269","313740","2021","1"
"2270","313750","2021","3"
"2271","313753","2021","1"
"2272","313760","2021","2"
"2273","313770","2021","1"
"2274","313820","2021","1"
"2275","313830","2021","1"
"2276","313840","2021","3"
"2277","313860","2021","1"
"2278","313868","2021","1"
"2279","313890","2021","1"
"2280","313900","2021","1"
"2281","313920","2021","1"
"2282","313930","2021","6"
"2283","313940","2021","11"
"2284","313960","2021","2"
"2285","313990","2021","1"
"2286","314000","2021","4"
"2287","314010","2021","1"
"2288","314015","2021","1"
"2289","314053","2021","3"
"2290","314055","2021","4"
"2291","314060","2021","1"
"2292","314070","2021","2"
"2293","314080","2021","1"
"2294","314085","2021","3"
"2295","314090","2021","7"
"2296","314100","2021","2"
"2297","314110","2021","2"
"2298","314140","2021","3"
"2299","314150","2021","2"
"2300","314160","2021","1"
"2301","314180","2021","7"
"2302","314200","2021","2"
"2303","314210","2021","1"
"2304","314220","2021","19"
"2305","314260","2021","2"
"2306","314270","2021","1"
"2307","314280","2021","5"
"2308","314290","2021","2"
"2309","314300","2021","2"
"2310","314310","2021","3"
"2311","314315","2021","1"
"2312","314320","2021","4"
"2313","314330","2021","23"
"2314","314340","2021","4"
"2315","314345","2021","5"
"2316","314350","2021","3"
"2317","314360","2021","1"
"2318","314380","2021","3"
"2319","314390","2021","7"
"2320","314400","2021","6"
"2321","314410","2021","1"
"2322","314420","2021","2"
"2323","314430","2021","1"
"2324","314435","2021","2"
"2325","314450","2021","1"
"2326","314465","2021","5"
"2327","314467","2021","2"
"2328","314470","2021","2"
"2329","314480","2021","7"
"2330","314505","2021","1"
"2331","314510","2021","1"
"2332","314520","2021","5"
"2333","314530","2021","21"
"2334","314535","2021","2"
"2335","314537","2021","1"
"2336","314545","2021","1"
"2337","314550","2021","1"
"2338","314587","2021","1"
"2339","314590","2021","8"
"2340","314600","2021","1"
"2341","314610","2021","11"
"2342","314620","2021","3"
"2343","314630","2021","10"
"2344","314670","2021","2"
"2345","314675","2021","2"
"2346","314690","2021","4"
"2347","314700","2021","14"
"2348","314720","2021","1"
"2349","314740","2021","3"
"2350","314780","2021","1"
"2351","314790","2021","6"
"2352","314800","2021","10"
"2353","314810","2021","12"
"2354","314840","2021","3"
"2355","314850","2021","2"
"2356","314860","2021","3"
"2357","314870","2021","9"
"2358","314875","2021","2"
"2359","314910","2021","1"
"2360","314915","2021","1"
"2361","314930","2021","9"
"2362","314940","2021","1"
"2363","314980","2021","1"
"2364","314990","2021","3"
"2365","314995","2021","3"
"2366","315015","2021","3"
"2367","315020","2021","2"
"2368","315040","2021","2"
"2369","315060","2021","1"
"2370","315080","2021","2"
"2371","315090","2021","1"
"2372","315110","2021","1"
"2373","315120","2021","3"
"2374","315150","2021","3"
"2375","315160","2021","1"
"2376","315170","2021","2"
"2377","315180","2021","2"
"2378","315190","2021","1"
"2379","315200","2021","21"
"2380","315210","2021","5"
"2381","315213","2021","1"
"2382","315217","2021","2"
"2383","315220","2021","3"
"2384","315230","2021","2"
"2385","315240","2021","2"
"2386","315250","2021","16"
"2387","315270","2021","1"
"2388","315280","2021","5"
"2389","315290","2021","1"
"2390","315300","2021","1"
"2391","315310","2021","1"
"2392","315330","2021","1"
"2393","315390","2021","1"
"2394","315400","2021","5"
"2395","315410","2021","3"
"2396","315415","2021","1"
"2397","315430","2021","5"
"2398","315445","2021","3"
"2399","315450","2021","2"
"2400","315460","2021","34"
"2401","315480","2021","3"
"2402","315490","2021","1"
"2403","315510","2021","3"
"2404","315540","2021","4"
"2405","315550","2021","9"
"2406","315560","2021","3"
"2407","315580","2021","1"
"2408","315590","2021","1"
"2409","315600","2021","9"
"2410","315640","2021","1"
"2411","315650","2021","1"
"2412","315660","2021","3"
"2413","315670","2021","5"
"2414","315680","2021","11"
"2415","315690","2021","1"
"2416","315700","2021","11"
"2417","315710","2021","3"
"2418","315720","2021","4"
"2419","315725","2021","2"
"2420","315733","2021","2"
"2421","315740","2021","1"
"2422","315750","2021","1"
"2423","315760","2021","2"
"2424","315765","2021","35"
"2425","315770","2021","4"
"2426","315780","2021","10"
"2427","315790","2021","1"
"2428","315810","2021","1"
"2429","315820","2021","1"
"2430","315850","2021","2"
"2431","315890","2021","1"
"2432","315895","2021","2"
"2433","315935","2021","1"
"2434","315940","2021","1"
"2435","315950","2021","7"
"2436","315960","2021","2"
"2437","315970","2021","1"
"2438","315980","2021","1"
"2439","315990","2021","2"
"2440","316010","2021","1"
"2441","316020","2021","2"
"2442","316030","2021","9"
"2443","316040","2021","3"
"2444","316045","2021","3"
"2445","316050","2021","1"
"2446","316060","2021","1"
"2447","316080","2021","3"
"2448","316095","2021","1"
"2449","316100","2021","6"
"2450","316110","2021","8"
"2451","316140","2021","1"
"2452","316160","2021","2"
"2453","316170","2021","2"
"2454","316190","2021","3"
"2455","316200","2021","1"
"2456","316210","2021","15"
"2457","316220","2021","1"
"2458","316225","2021","2"
"2459","316230","2021","1"
"2460","316240","2021","5"
"2461","316245","2021","12"
"2462","316250","2021","6"
"2463","316255","2021","2"
"2464","316257","2021","1"
"2465","316260","2021","2"
"2466","316270","2021","6"
"2467","316280","2021","10"
"2468","316290","2021","6"
"2469","316292","2021","1"
"2470","316295","2021","1"
"2471","316300","2021","2"
"2472","316320","2021","1"
"2473","316330","2021","1"
"2474","316350","2021","2"
"2475","316370","2021","1"
"2476","316400","2021","2"
"2477","316410","2021","1"
"2478","316420","2021","2"
"2479","316430","2021","2"
"2480","316443","2021","2"
"2481","316447","2021","1"
"2482","316450","2021","1"
"2483","316460","2021","2"
"2484","316470","2021","6"
"2485","316500","2021","1"
"2486","316510","2021","2"
"2487","316520","2021","1"
"2488","316540","2021","1"
"2489","316550","2021","2"
"2490","316553","2021","5"
"2491","316555","2021","8"
"2492","316557","2021","7"
"2493","316570","2021","1"
"2494","316590","2021","1"
"2495","316610","2021","6"
"2496","316620","2021","3"
"2497","316630","2021","4"
"2498","316650","2021","10"
"2499","316680","2021","2"
"2500","316695","2021","1"
"2501","316710","2021","17"
"2502","316720","2021","11"
"2503","316730","2021","1"
"2504","316740","2021","2"
"2505","316750","2021","1"
"2506","316760","2021","2"
"2507","316770","2021","1"
"2508","316800","2021","4"
"2509","316810","2021","2"
"2510","316840","2021","3"
"2511","316860","2021","18"
"2512","316870","2021","1"
"2513","316880","2021","1"
"2514","316890","2021","1"
"2515","316900","2021","1"
"2516","316910","2021","2"
"2517","316930","2021","15"
"2518","316935","2021","1"
"2519","316940","2021","4"
"2520","316960","2021","3"
"2521","316970","2021","3"
"2522","316980","2021","1"
"2523","316990","2021","6"
"2524","317000","2021","4"
"2525","317005","2021","1"
"2526","317010","2021","11"
"2527","317020","2021","42"
"2528","317030","2021","2"
"2529","317040","2021","16"
"2530","317050","2021","2"
"2531","317052","2021","2"
"2532","317057","2021","1"
"2533","317065","2021","1"
"2534","317070","2021","11"
"2535","317075","2021","1"
"2536","317080","2021","3"
"2537","317090","2021","7"
"2538","317100","2021","2"
"2539","317103","2021","2"
"2540","317107","2021","1"
"2541","317120","2021","7"
"2542","317140","2021","1"
"2543","317150","2021","2"
"2544","317160","2021","1"
"2545","317180","2021","4"
"2546","317190","2021","1"
"2547","317200","2021","2"
"2548","320010","2021","11"
"2549","320013","2021","4"
"2550","320016","2021","2"
"2551","320020","2021","1"
"2552","320035","2021","2"
"2553","320040","2021","1"
"2554","320060","2021","13"
"2555","320080","2021","4"
"2556","320090","2021","7"
"2557","320100","2021","2"
"2558","320110","2021","2"
"2559","320115","2021","6"
"2560","320120","2021","5"
"2561","320130","2021","44"
"2562","320140","2021","5"
"2563","320150","2021","7"
"2564","320160","2021","4"
"2565","320170","2021","2"
"2566","320180","2021","1"
"2567","320190","2021","3"
"2568","320200","2021","2"
"2569","320210","2021","3"
"2570","320220","2021","7"
"2571","320225","2021","1"
"2572","320230","2021","8"
"2573","320240","2021","19"
"2574","320245","2021","11"
"2575","320250","2021","2"
"2576","320255","2021","5"
"2577","320265","2021","2"
"2578","320270","2021","3"
"2579","320280","2021","4"
"2580","320290","2021","1"
"2581","320300","2021","10"
"2582","320305","2021","9"
"2583","320313","2021","1"
"2584","320316","2021","3"
"2585","320320","2021","38"
"2586","320330","2021","2"
"2587","320332","2021","1"
"2588","320334","2021","3"
"2589","320335","2021","3"
"2590","320340","2021","2"
"2591","320350","2021","3"
"2592","320370","2021","4"
"2593","320390","2021","8"
"2594","320405","2021","7"
"2595","320410","2021","5"
"2596","320420","2021","2"
"2597","320430","2021","3"
"2598","320435","2021","5"
"2599","320440","2021","4"
"2600","320455","2021","4"
"2601","320460","2021","2"
"2602","320465","2021","2"
"2603","320470","2021","2"
"2604","320480","2021","5"
"2605","320490","2021","28"
"2606","320495","2021","3"
"2607","320500","2021","53"
"2608","320501","2021","9"
"2609","320503","2021","1"
"2610","320506","2021","6"
"2611","320510","2021","6"
"2612","320515","2021","1"
"2613","320517","2021","4"
"2614","320520","2021","34"
"2615","320530","2021","17"
"2616","330000","2021","1"
"2617","330010","2021","61"
"2618","330020","2021","15"
"2619","330022","2021","2"
"2620","330023","2021","10"
"2621","330025","2021","6"
"2622","330030","2021","8"
"2623","330040","2021","8"
"2624","330045","2021","101"
"2625","330050","2021","2"
"2626","330060","2021","7"
"2627","330070","2021","29"
"2628","330080","2021","14"
"2629","330093","2021","1"
"2630","330095","2021","3"
"2631","330100","2021","72"
"2632","330110","2021","4"
"2633","330115","2021","2"
"2634","330120","2021","9"
"2635","330150","2021","6"
"2636","330160","2021","1"
"2637","330170","2021","150"
"2638","330180","2021","2"
"2639","330185","2021","20"
"2640","330187","2021","3"
"2641","330190","2021","27"
"2642","330200","2021","19"
"2643","330205","2021","3"
"2644","330220","2021","4"
"2645","330225","2021","5"
"2646","330227","2021","13"
"2647","330230","2021","2"
"2648","330240","2021","18"
"2649","330245","2021","1"
"2650","330250","2021","25"
"2651","330260","2021","3"
"2652","330270","2021","22"
"2653","330280","2021","3"
"2654","330285","2021","15"
"2655","330290","2021","7"
"2656","330300","2021","3"
"2657","330320","2021","13"
"2658","330330","2021","36"
"2659","330340","2021","27"
"2660","330350","2021","97"
"2661","330370","2021","2"
"2662","330380","2021","11"
"2663","330385","2021","6"
"2664","330390","2021","32"
"2665","330395","2021","2"
"2666","330400","2021","4"
"2667","330410","2021","3"
"2668","330411","2021","8"
"2669","330412","2021","1"
"2670","330414","2021","16"
"2671","330415","2021","4"
"2672","330420","2021","7"
"2673","330430","2021","9"
"2674","330440","2021","3"
"2675","330452","2021","7"
"2676","330455","2021","786"
"2677","330460","2021","1"
"2678","330470","2021","5"
"2679","330475","2021","15"
"2680","330480","2021","27"
"2681","330490","2021","71"
"2682","330500","2021","5"
"2683","330510","2021","60"
"2684","330515","2021","4"
"2685","330520","2021","20"
"2686","330550","2021","8"
"2687","330555","2021","11"
"2688","330560","2021","8"
"2689","330570","2021","7"
"2690","330575","2021","12"
"2691","330580","2021","39"
"2692","330600","2021","7"
"2693","330610","2021","1"
"2694","330615","2021","4"
"2695","330620","2021","10"
"2696","330630","2021","25"
"2697","350010","2021","1"
"2698","350020","2021","1"
"2699","350050","2021","7"
"2700","350100","2021","6"
"2701","350115","2021","1"
"2702","350130","2021","3"
"2703","350160","2021","12"
"2704","350170","2021","2"
"2705","350190","2021","3"
"2706","350210","2021","1"
"2707","350220","2021","2"
"2708","350250","2021","1"
"2709","350270","2021","1"
"2710","350275","2021","2"
"2711","350280","2021","8"
"2712","350290","2021","1"
"2713","350300","2021","2"
"2714","350320","2021","7"
"2715","350330","2021","6"
"2716","350360","2021","1"
"2717","350380","2021","4"
"2718","350390","2021","4"
"2719","350400","2021","3"
"2720","350410","2021","10"
"2721","350420","2021","1"
"2722","350430","2021","1"
"2723","350440","2021","3"
"2724","350450","2021","9"
"2725","350460","2021","1"
"2726","350500","2021","1"
"2727","350520","2021","1"
"2728","350550","2021","5"
"2729","350560","2021","7"
"2730","350570","2021","8"
"2731","350590","2021","8"
"2732","350600","2021","20"
"2733","350610","2021","3"
"2734","350630","2021","2"
"2735","350635","2021","3"
"2736","350640","2021","1"
"2737","350650","2021","8"
"2738","350660","2021","6"
"2739","350670","2021","1"
"2740","350690","2021","1"
"2741","350700","2021","6"
"2742","350710","2021","3"
"2743","350715","2021","2"
"2744","350730","2021","1"
"2745","350740","2021","4"
"2746","350750","2021","1"
"2747","350760","2021","10"
"2748","350780","2021","16"
"2749","350800","2021","6"
"2750","350810","2021","1"
"2751","350820","2021","1"
"2752","350840","2021","9"
"2753","350850","2021","6"
"2754","350860","2021","1"
"2755","350870","2021","7"
"2756","350890","2021","1"
"2757","350900","2021","2"
"2758","350920","2021","5"
"2759","350925","2021","6"
"2760","350940","2021","2"
"2761","350945","2021","1"
"2762","350950","2021","29"
"2763","350960","2021","3"
"2764","350970","2021","4"
"2765","350990","2021","5"
"2766","351000","2021","1"
"2767","351020","2021","4"
"2768","351030","2021","4"
"2769","351040","2021","2"
"2770","351050","2021","8"
"2771","351060","2021","12"
"2772","351080","2021","2"
"2773","351100","2021","1"
"2774","351110","2021","2"
"2775","351130","2021","2"
"2776","351140","2021","3"
"2777","351150","2021","1"
"2778","351160","2021","1"
"2779","351190","2021","1"
"2780","351200","2021","1"
"2781","351220","2021","3"
"2782","351230","2021","3"
"2783","351240","2021","2"
"2784","351260","2021","1"
"2785","351280","2021","3"
"2786","351300","2021","19"
"2787","351310","2021","11"
"2788","351340","2021","1"
"2789","351350","2021","11"
"2790","351360","2021","3"
"2791","351370","2021","2"
"2792","351380","2021","19"
"2793","351390","2021","2"
"2794","351410","2021","7"
"2795","351460","2021","3"
"2796","351470","2021","1"
"2797","351480","2021","2"
"2798","351492","2021","1"
"2799","351500","2021","13"
"2800","351510","2021","7"
"2801","351515","2021","3"
"2802","351518","2021","2"
"2803","351519","2021","1"
"2804","351535","2021","1"
"2805","351540","2021","2"
"2806","351550","2021","1"
"2807","351565","2021","1"
"2808","351570","2021","12"
"2809","351620","2021","16"
"2810","351630","2021","10"
"2811","351640","2021","8"
"2812","351685","2021","1"
"2813","351720","2021","1"
"2814","351740","2021","1"
"2815","351750","2021","2"
"2816","351760","2021","2"
"2817","351770","2021","1"
"2818","351780","2021","1"
"2819","351790","2021","1"
"2820","351830","2021","5"
"2821","351860","2021","4"
"2822","351870","2021","19"
"2823","351880","2021","71"
"2824","351885","2021","3"
"2825","351905","2021","2"
"2826","351907","2021","3"
"2827","351910","2021","1"
"2828","351930","2021","2"
"2829","351940","2021","1"
"2830","351960","2021","3"
"2831","351970","2021","19"
"2832","351990","2021","1"
"2833","352000","2021","2"
"2834","352010","2021","3"
"2835","352020","2021","1"
"2836","352030","2021","6"
"2837","352040","2021","2"
"2838","352042","2021","1"
"2839","352044","2021","2"
"2840","352050","2021","15"
"2841","352130","2021","3"
"2842","352140","2021","1"
"2843","352150","2021","1"
"2844","352180","2021","4"
"2845","352190","2021","1"
"2846","352200","2021","1"
"2847","352210","2021","2"
"2848","352220","2021","11"
"2849","352230","2021","10"
"2850","352240","2021","10"
"2851","352250","2021","8"
"2852","352260","2021","6"
"2853","352265","2021","1"
"2854","352270","2021","2"
"2855","352290","2021","2"
"2856","352310","2021","25"
"2857","352320","2021","5"
"2858","352330","2021","1"
"2859","352340","2021","7"
"2860","352350","2021","3"
"2861","352380","2021","1"
"2862","352390","2021","12"
"2863","352410","2021","3"
"2864","352430","2021","6"
"2865","352440","2021","10"
"2866","352460","2021","6"
"2867","352470","2021","2"
"2868","352500","2021","1"
"2869","352510","2021","20"
"2870","352520","2021","2"
"2871","352530","2021","7"
"2872","352550","2021","2"
"2873","352560","2021","1"
"2874","352570","2021","4"
"2875","352585","2021","2"
"2876","352590","2021","16"
"2877","352610","2021","1"
"2878","352620","2021","4"
"2879","352660","2021","1"
"2880","352670","2021","10"
"2881","352690","2021","14"
"2882","352700","2021","4"
"2883","352710","2021","1"
"2884","352720","2021","2"
"2885","352730","2021","3"
"2886","352760","2021","4"
"2887","352820","2021","1"
"2888","352840","2021","3"
"2889","352850","2021","1"
"2890","352860","2021","2"
"2891","352900","2021","11"
"2892","352930","2021","3"
"2893","352940","2021","22"
"2894","352970","2021","3"
"2895","352980","2021","1"
"2896","352990","2021","4"
"2897","353020","2021","1"
"2898","353040","2021","1"
"2899","353050","2021","3"
"2900","353060","2021","21"
"2901","353070","2021","6"
"2902","353080","2021","4"
"2903","353090","2021","1"
"2904","353110","2021","4"
"2905","353130","2021","2"
"2906","353140","2021","1"
"2907","353160","2021","1"
"2908","353190","2021","4"
"2909","353205","2021","1"
"2910","353240","2021","2"
"2911","353250","2021","1"
"2912","353270","2021","1"
"2913","353290","2021","1"
"2914","353300","2021","1"
"2915","353325","2021","2"
"2916","353350","2021","4"
"2917","353360","2021","1"
"2918","353390","2021","2"
"2919","353430","2021","1"
"2920","353440","2021","20"
"2921","353460","2021","1"
"2922","353470","2021","2"
"2923","353530","2021","1"
"2924","353550","2021","1"
"2925","353560","2021","2"
"2926","353580","2021","1"
"2927","353600","2021","1"
"2928","353610","2021","1"
"2929","353620","2021","3"
"2930","353630","2021","1"
"2931","353650","2021","3"
"2932","353660","2021","2"
"2933","353670","2021","2"
"2934","353680","2021","4"
"2935","353700","2021","1"
"2936","353710","2021","2"
"2937","353720","2021","1"
"2938","353730","2021","1"
"2939","353740","2021","1"
"2940","353760","2021","7"
"2941","353770","2021","1"
"2942","353780","2021","1"
"2943","353790","2021","2"
"2944","353800","2021","7"
"2945","353810","2021","1"
"2946","353820","2021","4"
"2947","353860","2021","2"
"2948","353870","2021","19"
"2949","353880","2021","1"
"2950","353890","2021","1"
"2951","353930","2021","6"
"2952","353950","2021","5"
"2953","353980","2021","1"
"2954","353990","2021","2"
"2955","354010","2021","1"
"2956","354020","2021","7"
"2957","354040","2021","1"
"2958","354050","2021","1"
"2959","354060","2021","1"
"2960","354070","2021","5"
"2961","354075","2021","1"
"2962","354080","2021","2"
"2963","354090","2021","1"
"2964","354100","2021","24"
"2965","354105","2021","1"
"2966","354110","2021","2"
"2967","354120","2021","1"
"2968","354140","2021","8"
"2969","354160","2021","1"
"2970","354220","2021","1"
"2971","354230","2021","3"
"2972","354250","2021","1"
"2973","354260","2021","6"
"2974","354290","2021","2"
"2975","354300","2021","12"
"2976","354310","2021","1"
"2977","354325","2021","2"
"2978","354330","2021","9"
"2979","354340","2021","153"
"2980","354360","2021","1"
"2981","354370","2021","2"
"2982","354390","2021","6"
"2983","354400","2021","3"
"2984","354410","2021","9"
"2985","354420","2021","2"
"2986","354425","2021","1"
"2987","354500","2021","4"
"2988","354515","2021","3"
"2989","354520","2021","16"
"2990","354530","2021","1"
"2991","354570","2021","1"
"2992","354580","2021","8"
"2993","354630","2021","6"
"2994","354640","2021","2"
"2995","354660","2021","5"
"2996","354680","2021","6"
"2997","354700","2021","1"
"2998","354730","2021","13"
"2999","354740","2021","1"
"3000","354750","2021","1"
"3001","354760","2021","4"
"3002","354770","2021","3"
"3003","354780","2021","27"
"3004","354790","2021","7"
"3005","354800","2021","2"
"3006","354805","2021","1"
"3007","354830","2021","1"
"3008","354850","2021","12"
"3009","354860","2021","1"
"3010","354870","2021","21"
"3011","354880","2021","1"
"3012","354890","2021","21"
"3013","354940","2021","1"
"3014","354970","2021","9"
"3015","354980","2021","14"
"3016","354990","2021","14"
"3017","354995","2021","2"
"3018","355010","2021","2"
"3019","355020","2021","6"
"3020","355030","2021","534"
"3021","355040","2021","1"
"3022","355060","2021","3"
"3023","355070","2021","4"
"3024","355080","2021","3"
"3025","355090","2021","8"
"3026","355100","2021","28"
"3027","355120","2021","1"
"3028","355140","2021","5"
"3029","355150","2021","19"
"3030","355160","2021","3"
"3031","355170","2021","15"
"3032","355180","2021","6"
"3033","355190","2021","5"
"3034","355200","2021","1"
"3035","355210","2021","3"
"3036","355220","2021","24"
"3037","355240","2021","13"
"3038","355250","2021","16"
"3039","355270","2021","5"
"3040","355280","2021","22"
"3041","355330","2021","2"
"3042","355340","2021","1"
"3043","355360","2021","1"
"3044","355370","2021","1"
"3045","355380","2021","2"
"3046","355385","2021","2"
"3047","355390","2021","1"
"3048","355400","2021","6"
"3049","355410","2021","35"
"3050","355420","2021","1"
"3051","355430","2021","1"
"3052","355465","2021","1"
"3053","355470","2021","1"
"3054","355480","2021","2"
"3055","355490","2021","1"
"3056","355495","2021","2"
"3057","355500","2021","2"
"3058","355535","2021","1"
"3059","355540","2021","4"
"3060","355550","2021","3"
"3061","355560","2021","2"
"3062","355580","2021","2"
"3063","355610","2021","1"
"3064","355620","2021","2"
"3065","355630","2021","6"
"3066","355635","2021","2"
"3067","355640","2021","3"
"3068","355645","2021","3"
"3069","355650","2021","15"
"3070","355670","2021","1"
"3071","355680","2021","1"
"3072","355690","2021","3"
"3073","355700","2021","8"
"3074","355710","2021","1"
"3075","410010","2021","2"
"3076","410030","2021","6"
"3077","410040","2021","17"
"3078","410045","2021","4"
"3079","410050","2021","1"
"3080","410070","2021","1"
"3081","410080","2021","2"
"3082","410090","2021","1"
"3083","410100","2021","5"
"3084","410110","2021","3"
"3085","410120","2021","4"
"3086","410130","2021","1"
"3087","410140","2021","5"
"3088","410150","2021","3"
"3089","410160","2021","8"
"3090","410170","2021","4"
"3091","410180","2021","17"
"3092","410190","2021","3"
"3093","410200","2021","1"
"3094","410210","2021","1"
"3095","410230","2021","2"
"3096","410240","2021","2"
"3097","410260","2021","3"
"3098","410280","2021","3"
"3099","410290","2021","2"
"3100","410300","2021","1"
"3101","410305","2021","2"
"3102","410310","2021","5"
"3103","410322","2021","1"
"3104","410345","2021","7"
"3105","410347","2021","1"
"3106","410360","2021","2"
"3107","410370","2021","12"
"3108","410380","2021","1"
"3109","410390","2021","3"
"3110","410395","2021","1"
"3111","410400","2021","3"
"3112","410405","2021","1"
"3113","410420","2021","16"
"3114","410425","2021","2"
"3115","410430","2021","14"
"3116","410440","2021","3"
"3117","410445","2021","1"
"3118","410450","2021","6"
"3119","410460","2021","2"
"3120","410465","2021","3"
"3121","410480","2021","29"
"3122","410490","2021","20"
"3123","410510","2021","6"
"3124","410520","2021","4"
"3125","410540","2021","2"
"3126","410550","2021","6"
"3127","410560","2021","1"
"3128","410570","2021","7"
"3129","410580","2021","62"
"3130","410590","2021","2"
"3131","410600","2021","2"
"3132","410620","2021","7"
"3133","410630","2021","2"
"3134","410640","2021","2"
"3135","410645","2021","1"
"3136","410655","2021","1"
"3137","410657","2021","1"
"3138","410660","2021","2"
"3139","410680","2021","8"
"3140","410690","2021","28"
"3141","410700","2021","3"
"3142","410712","2021","4"
"3143","410715","2021","4"
"3144","410720","2021","7"
"3145","410750","2021","1"
"3146","410753","2021","2"
"3147","410754","2021","2"
"3148","410760","2021","3"
"3149","410765","2021","21"
"3150","410770","2021","2"
"3151","410775","2021","4"
"3152","410785","2021","1"
"3153","410800","2021","3"
"3154","410810","2021","1"
"3155","410830","2021","68"
"3156","410840","2021","10"
"3157","410850","2021","4"
"3158","410860","2021","3"
"3159","410865","2021","4"
"3160","410870","2021","1"
"3161","410880","2021","6"
"3162","410890","2021","2"
"3163","410895","2021","2"
"3164","410930","2021","1"
"3165","410940","2021","34"
"3166","410950","2021","3"
"3167","410960","2021","8"
"3168","410970","2021","4"
"3169","410980","2021","11"
"3170","411005","2021","1"
"3171","411007","2021","4"
"3172","411010","2021","6"
"3173","411020","2021","5"
"3174","411070","2021","7"
"3175","411080","2021","2"
"3176","411095","2021","5"
"3177","411125","2021","6"
"3178","411130","2021","1"
"3179","411140","2021","4"
"3180","411170","2021","4"
"3181","411180","2021","6"
"3182","411190","2021","5"
"3183","411200","2021","4"
"3184","411210","2021","1"
"3185","411250","2021","3"
"3186","411270","2021","3"
"3187","411275","2021","1"
"3188","411280","2021","2"
"3189","411290","2021","1"
"3190","411320","2021","5"
"3191","411325","2021","3"
"3192","411330","2021","5"
"3193","411340","2021","1"
"3194","411350","2021","3"
"3195","411370","2021","21"
"3196","411373","2021","3"
"3197","411380","2021","2"
"3198","411400","2021","1"
"3199","411420","2021","5"
"3200","411430","2021","5"
"3201","411440","2021","5"
"3202","411450","2021","5"
"3203","411460","2021","7"
"3204","411470","2021","1"
"3205","411480","2021","2"
"3206","411510","2021","2"
"3207","411520","2021","10"
"3208","411530","2021","1"
"3209","411540","2021","5"
"3210","411545","2021","2"
"3211","411560","2021","3"
"3212","411570","2021","13"
"3213","411575","2021","1"
"3214","411580","2021","8"
"3215","411605","2021","4"
"3216","411610","2021","3"
"3217","411620","2021","3"
"3218","411670","2021","1"
"3219","411680","2021","2"
"3220","411690","2021","4"
"3221","411695","2021","1"
"3222","411700","2021","3"
"3223","411705","2021","8"
"3224","411727","2021","1"
"3225","411730","2021","10"
"3226","411745","2021","2"
"3227","411750","2021","2"
"3228","411760","2021","16"
"3229","411770","2021","3"
"3230","411780","2021","4"
"3231","411790","2021","4"
"3232","411800","2021","2"
"3233","411820","2021","43"
"3234","411840","2021","2"
"3235","411845","2021","1"
"3236","411850","2021","6"
"3237","411870","2021","3"
"3238","411880","2021","3"
"3239","411900","2021","1"
"3240","411910","2021","1"
"3241","411915","2021","5"
"3242","411930","2021","11"
"3243","411940","2021","11"
"3244","411950","2021","9"
"3245","411960","2021","8"
"3246","411965","2021","1"
"3247","411970","2021","1"
"3248","411980","2021","3"
"3249","411990","2021","6"
"3250","411995","2021","6"
"3251","412000","2021","2"
"3252","412010","2021","1"
"3253","412015","2021","1"
"3254","412033","2021","1"
"3255","412035","2021","2"
"3256","412050","2021","3"
"3257","412060","2021","7"
"3258","412065","2021","1"
"3259","412080","2021","1"
"3260","412085","2021","1"
"3261","412090","2021","9"
"3262","412100","2021","2"
"3263","412110","2021","2"
"3264","412125","2021","3"
"3265","412140","2021","2"
"3266","412150","2021","3"
"3267","412160","2021","3"
"3268","412170","2021","12"
"3269","412190","2021","1"
"3270","412210","2021","1"
"3271","412215","2021","2"
"3272","412220","2021","7"
"3273","412230","2021","3"
"3274","412240","2021","16"
"3275","412250","2021","3"
"3276","412260","2021","2"
"3277","412265","2021","1"
"3278","412280","2021","1"
"3279","412300","2021","4"
"3280","412320","2021","1"
"3281","412340","2021","1"
"3282","412350","2021","10"
"3283","412380","2021","2"
"3284","412382","2021","1"
"3285","412385","2021","2"
"3286","412390","2021","2"
"3287","412395","2021","1"
