"","codigo","ano","MULHERES_MENOS_DE_4_ANOS_DE_ESTUDO"
"1142","250480","2021","12"
"1143","250490","2021","5"
"1144","250510","2021","7"
"1145","250520","2021","1"
"1146","250523","2021","12"
"1147","250527","2021","6"
"1148","250540","2021","2"
"1149","250550","2021","2"
"1150","250560","2021","1"
"1151","250570","2021","3"
"1152","250580","2021","1"
"1153","250600","2021","6"
"1154","250610","2021","7"
"1155","250625","2021","3"
"1156","250630","2021","11"
"1157","250640","2021","11"
"1158","250650","2021","2"
"1159","250660","2021","1"
"1160","250670","2021","2"
"1161","250680","2021","2"
"1162","250690","2021","15"
"1163","250700","2021","10"
"1164","250710","2021","17"
"1165","250720","2021","5"
"1166","250730","2021","22"
"1167","250740","2021","6"
"1168","250750","2021","201"
"1169","250760","2021","2"
"1170","250770","2021","7"
"1171","250780","2021","2"
"1172","250790","2021","9"
"1173","250800","2021","4"
"1174","250810","2021","6"
"1175","250820","2021","8"
"1176","250830","2021","5"
"1177","250850","2021","3"
"1178","250855","2021","3"
"1179","250860","2021","7"
"1180","250880","2021","2"
"1181","250890","2021","43"
"1182","250900","2021","8"
"1183","250905","2021","9"
"1184","250910","2021","19"
"1185","250920","2021","4"
"1186","250930","2021","7"
"1187","250933","2021","4"
"1188","250939","2021","1"
"1189","250940","2021","8"
"1190","250950","2021","1"
"1191","250960","2021","5"
"1192","250970","2021","10"
"1193","250980","2021","4"
"1194","250990","2021","6"
"1195","251000","2021","2"
"1196","251020","2021","7"
"1197","251040","2021","2"
"1198","251060","2021","1"
"1199","251065","2021","1"
"1200","251080","2021","17"
"1201","251090","2021","4"
"1202","251100","2021","1"
"1203","251120","2021","15"
"1204","251130","2021","1"
"1205","251140","2021","3"
"1206","251150","2021","13"
"1207","251160","2021","5"
"1208","251170","2021","1"
"1209","251180","2021","2"
"1210","251190","2021","8"
"1211","251200","2021","9"
"1212","251210","2021","6"
"1213","251220","2021","1"
"1214","251230","2021","7"
"1215","251240","2021","2"
"1216","251250","2021","14"
"1217","251270","2021","9"
"1218","251272","2021","3"
"1219","251274","2021","1"
"1220","251275","2021","1"
"1221","251276","2021","3"
"1222","251290","2021","19"
"1223","251300","2021","1"
"1224","251310","2021","8"
"1225","251315","2021","4"
"1226","251330","2021","2"
"1227","251340","2021","1"
"1228","251350","2021","1"
"1229","251360","2021","5"
"1230","251370","2021","55"
"1231","251380","2021","2"
"1232","251390","2021","13"
"1233","251392","2021","2"
"1234","251396","2021","3"
"1235","251398","2021","1"
"1236","251410","2021","2"
"1237","251420","2021","2"
"1238","251430","2021","6"
"1239","251440","2021","1"
"1240","251445","2021","3"
"1241","251450","2021","10"
"1242","251455","2021","1"
"1243","251480","2021","2"
"1244","251490","2021","1"
"1245","251500","2021","5"
"1246","251510","2021","2"
"1247","251520","2021","1"
"1248","251530","2021","36"
"1249","251540","2021","3"
"1250","251550","2021","9"
"1251","251570","2021","3"
"1252","251580","2021","2"
"1253","251590","2021","4"
"1254","251597","2021","2"
"1255","251600","2021","21"
"1256","251610","2021","3"
"1257","251615","2021","1"
"1258","251620","2021","2"
"1259","251630","2021","3"
"1260","251640","2021","3"
"1261","251650","2021","5"
"1262","251660","2021","4"
"1263","251670","2021","3"
"1264","251680","2021","3"
"1265","251690","2021","3"
"1266","251700","2021","3"
"1267","251720","2021","1"
"1268","260005","2021","18"
"1269","260010","2021","5"
"1270","260020","2021","5"
"1271","260030","2021","18"
"1272","260040","2021","16"
"1273","260050","2021","83"
"1274","260060","2021","8"
"1275","260070","2021","23"
"1276","260080","2021","14"
"1277","260090","2021","7"
"1278","260100","2021","7"
"1279","260105","2021","9"
"1280","260110","2021","57"
"1281","260120","2021","42"
"1282","260130","2021","6"
"1283","260140","2021","40"
"1284","260150","2021","9"
"1285","260160","2021","6"
"1286","260170","2021","65"
"1287","260180","2021","4"
"1288","260190","2021","31"
"1289","260200","2021","22"
"1290","260210","2021","44"
"1291","260220","2021","12"
"1292","260230","2021","45"
"1293","260240","2021","8"
"1294","260260","2021","37"
"1295","260270","2021","8"
"1296","260280","2021","157"
"1297","260290","2021","60"
"1298","260300","2021","14"
"1299","260310","2021","11"
"1300","260320","2021","21"
"1301","260340","2021","4"
"1302","260345","2021","29"
"1303","260350","2021","11"
"1304","260360","2021","4"
"1305","260370","2021","25"
"1306","260380","2021","9"
"1307","260390","2021","2"
"1308","260392","2021","6"
"1309","260400","2021","15"
"1310","260410","2021","160"
"1311","260415","2021","4"
"1312","260420","2021","12"
"1313","260430","2021","1"
"1314","260440","2021","3"
"1315","260450","2021","10"
"1316","260460","2021","17"
"1317","260470","2021","7"
"1318","260480","2021","3"
"1319","260490","2021","7"
"1320","260500","2021","12"
"1321","260510","2021","22"
"1322","260515","2021","5"
"1323","260520","2021","22"
"1324","260530","2021","14"
"1325","260540","2021","11"
"1326","260550","2021","7"
"1327","260560","2021","5"
"1328","260570","2021","10"
"1329","260580","2021","6"
"1330","260590","2021","9"
"1331","260600","2021","54"
"1332","260610","2021","10"
"1333","260620","2021","31"
"1334","260630","2021","6"
"1335","260640","2021","39"
"1336","260650","2021","26"
"1337","260660","2021","19"
"1338","260670","2021","1"
"1339","260680","2021","31"
"1340","260690","2021","1"
"1341","260700","2021","25"
"1342","260720","2021","30"
"1343","260730","2021","39"
"1344","260740","2021","2"
"1345","260750","2021","37"
"1346","260760","2021","3"
"1347","260765","2021","24"
"1348","260770","2021","3"
"1349","260775","2021","8"
"1350","260780","2021","10"
"1351","260790","2021","148"
"1352","260795","2021","8"
"1353","260800","2021","12"
"1354","260805","2021","7"
"1355","260810","2021","9"
"1356","260820","2021","7"
"1357","260825","2021","8"
"1358","260830","2021","9"
"1359","260840","2021","13"
"1360","260845","2021","3"
"1361","260850","2021","8"
"1362","260860","2021","12"
"1363","260870","2021","11"
"1364","260875","2021","6"
"1365","260880","2021","43"
"1366","260890","2021","15"
"1367","260900","2021","13"
"1368","260910","2021","7"
"1369","260915","2021","17"
"1370","260920","2021","10"
"1371","260930","2021","2"
"1372","260940","2021","15"
"1373","260950","2021","11"
"1374","260960","2021","71"
"1375","260970","2021","3"
"1376","260980","2021","3"
"1377","260990","2021","57"
"1378","261000","2021","17"
"1379","261010","2021","5"
"1380","261020","2021","28"
"1381","261030","2021","4"
"1382","261040","2021","8"
"1383","261050","2021","10"
"1384","261060","2021","29"
"1385","261070","2021","29"
"1386","261080","2021","10"
"1387","261090","2021","48"
"1388","261100","2021","29"
"1389","261110","2021","120"
"1390","261120","2021","6"
"1391","261130","2021","15"
"1392","261140","2021","3"
"1393","261150","2021","7"
"1394","261153","2021","2"
"1395","261160","2021","220"
"1396","261170","2021","18"
"1397","261180","2021","13"
"1398","261190","2021","14"
"1399","261200","2021","5"
"1400","261210","2021","4"
"1401","261220","2021","15"
"1402","261230","2021","9"
"1403","261240","2021","15"
"1404","261245","2021","9"
"1405","261247","2021","1"
"1406","261250","2021","33"
"1407","261255","2021","10"
"1408","261260","2021","13"
"1409","261270","2021","12"
"1410","261280","2021","2"
"1411","261290","2021","11"
"1412","261300","2021","38"
"1413","261310","2021","21"
"1414","261320","2021","18"
"1415","261330","2021","16"
"1416","261340","2021","11"
"1417","261350","2021","7"
"1418","261360","2021","6"
"1419","261370","2021","46"
"1420","261380","2021","21"
"1421","261390","2021","25"
"1422","261400","2021","9"
"1423","261410","2021","9"
"1424","261420","2021","20"
"1425","261430","2021","8"
"1426","261440","2021","1"
"1427","261450","2021","23"
"1428","261460","2021","1"
"1429","261470","2021","4"
"1430","261480","2021","9"
"1431","261485","2021","11"
"1432","261500","2021","14"
"1433","261510","2021","8"
"1434","261520","2021","4"
"1435","261530","2021","19"
"1436","261540","2021","37"
"1437","261550","2021","6"
"1438","261560","2021","19"
"1439","261570","2021","1"
"1440","261580","2021","41"
"1441","261600","2021","13"
"1442","261610","2021","2"
"1443","261618","2021","3"
"1444","261620","2021","16"
"1445","261630","2021","10"
"1446","261640","2021","66"
"1447","261650","2021","17"
"1448","270010","2021","15"
"1449","270020","2021","5"
"1450","270030","2021","100"
"1451","270040","2021","28"
"1452","270050","2021","7"
"1453","270060","2021","3"
"1454","270070","2021","9"
"1455","270090","2021","7"
"1456","270100","2021","12"
"1457","270110","2021","21"
"1458","270120","2021","4"
"1459","270130","2021","17"
"1460","270135","2021","5"
"1461","270140","2021","20"
"1462","270150","2021","7"
"1463","270160","2021","28"
"1464","270170","2021","5"
"1465","270180","2021","13"
"1466","270190","2021","6"
"1467","270200","2021","5"
"1468","270210","2021","18"
"1469","270220","2021","3"
"1470","270230","2021","12"
"1471","270235","2021","22"
"1472","270240","2021","18"
"1473","270250","2021","8"
"1474","270255","2021","9"
"1475","270260","2021","17"
"1476","270280","2021","6"
"1477","270290","2021","29"
"1478","270300","2021","14"
"1479","270310","2021","19"
"1480","270320","2021","4"
"1481","270330","2021","28"
"1482","270340","2021","5"
"1483","270350","2021","5"
"1484","270360","2021","9"
"1485","270370","2021","7"
"1486","270375","2021","4"
"1487","270380","2021","21"
"1488","270390","2021","3"
"1489","270400","2021","13"
"1490","270410","2021","12"
"1491","270420","2021","20"
"1492","270430","2021","335"
"1493","270440","2021","19"
"1494","270450","2021","14"
"1495","270460","2021","5"
"1496","270470","2021","31"
"1497","270480","2021","7"
"1498","270490","2021","1"
"1499","270500","2021","18"
"1500","270510","2021","27"
"1501","270520","2021","11"
"1502","270530","2021","2"
"1503","270540","2021","8"
"1504","270550","2021","40"
"1505","270560","2021","6"
"1506","270570","2021","26"
"1507","270580","2021","7"
"1508","270590","2021","2"
"1509","270600","2021","10"
"1510","270610","2021","15"
"1511","270620","2021","6"
"1512","270630","2021","23"
"1513","270640","2021","11"
"1514","270642","2021","4"
"1515","270644","2021","7"
"1516","270650","2021","5"
"1517","270660","2021","2"
"1518","270670","2021","8"
"1519","270680","2021","4"
"1520","270690","2021","18"
"1521","270700","2021","2"
"1522","270710","2021","24"
"1523","270720","2021","12"
"1524","270730","2021","11"
"1525","270740","2021","2"
"1526","270750","2021","15"
"1527","270760","2021","10"
"1528","270770","2021","45"
"1529","270780","2021","3"
"1530","270790","2021","2"
"1531","270800","2021","32"
"1532","270810","2021","9"
"1533","270820","2021","4"
"1534","270830","2021","22"
"1535","270840","2021","20"
"1536","270850","2021","23"
"1537","270860","2021","25"
"1538","270870","2021","7"
"1539","270880","2021","23"
"1540","270890","2021","12"
"1541","270895","2021","11"
"1542","270900","2021","3"
"1543","270910","2021","10"
"1544","270915","2021","16"
"1545","270920","2021","21"
"1546","270930","2021","58"
"1547","270940","2021","17"
"1548","280020","2021","14"
"1549","280030","2021","116"
"1550","280040","2021","6"
"1551","280050","2021","8"
"1552","280060","2021","13"
"1553","280067","2021","12"
"1554","280070","2021","11"
"1555","280100","2021","9"
"1556","280110","2021","9"
"1557","280120","2021","32"
"1558","280130","2021","27"
"1559","280140","2021","21"
"1560","280150","2021","9"
"1561","280170","2021","11"
"1562","280190","2021","2"
"1563","280200","2021","6"
"1564","280210","2021","31"
"1565","280220","2021","11"
"1566","280230","2021","16"
"1567","280240","2021","9"
"1568","280250","2021","1"
"1569","280260","2021","8"
"1570","280270","2021","6"
"1571","280280","2021","14"
"1572","280290","2021","56"
"1573","280300","2021","48"
"1574","280310","2021","4"
"1575","280320","2021","19"
"1576","280330","2021","6"
"1577","280340","2021","13"
"1578","280350","2021","62"
"1579","280360","2021","9"
"1580","280370","2021","2"
"1581","280390","2021","7"
"1582","280400","2021","3"
"1583","280410","2021","6"
"1584","280420","2021","15"
"1585","280430","2021","3"
"1586","280440","2021","7"
"1587","280445","2021","7"
"1588","280450","2021","30"
"1589","280460","2021","23"
"1590","280470","2021","5"
"1591","280480","2021","49"
"1592","280490","2021","14"
"1593","280500","2021","3"
"1594","280510","2021","5"
"1595","280520","2021","3"
"1596","280530","2021","2"
"1597","280540","2021","29"
"1598","280550","2021","14"
"1599","280560","2021","33"
"1600","280570","2021","10"
"1601","280580","2021","22"
"1602","280590","2021","5"
"1603","280600","2021","9"
"1604","280610","2021","3"
"1605","280620","2021","9"
"1606","280630","2021","12"
"1607","280640","2021","2"
"1608","280650","2021","2"
"1609","280660","2021","2"
"1610","280670","2021","24"
"1611","280680","2021","9"
"1612","280690","2021","2"
"1613","280700","2021","2"
"1614","280710","2021","28"
"1615","280720","2021","2"
"1616","280730","2021","1"
"1617","280740","2021","62"
"1618","280750","2021","14"
"1619","280760","2021","16"
"1620","290010","2021","3"
"1621","290020","2021","8"
"1622","290030","2021","8"
"1623","290035","2021","6"
"1624","290040","2021","1"
"1625","290050","2021","6"
"1626","290070","2021","25"
"1627","290080","2021","10"
"1628","290090","2021","1"
"1629","290100","2021","11"
"1630","290110","2021","1"
"1631","290115","2021","11"
"1632","290120","2021","4"
"1633","290130","2021","3"
"1634","290135","2021","4"
"1635","290140","2021","3"
"1636","290160","2021","3"
"1637","290170","2021","3"
"1638","290180","2021","3"
"1639","290190","2021","7"
"1640","290195","2021","3"
"1641","290200","2021","1"
"1642","290205","2021","1"
"1643","290210","2021","45"
"1644","290220","2021","2"
"1645","290225","2021","7"
"1646","290230","2021","8"
"1647","290240","2021","14"
"1648","290250","2021","2"
"1649","290260","2021","6"
"1650","290265","2021","3"
"1651","290270","2021","31"
"1652","290280","2021","15"
"1653","290290","2021","18"
"1654","290310","2021","2"
"1655","290320","2021","22"
"1656","290323","2021","3"
"1657","290327","2021","5"
"1658","290330","2021","2"
"1659","290340","2021","9"
"1660","290350","2021","14"
"1661","290360","2021","10"
"1662","290370","2021","5"
"1663","290380","2021","6"
"1664","290390","2021","25"
"1665","290395","2021","7"
"1666","290405","2021","8"
"1667","290410","2021","1"
"1668","290420","2021","2"
"1669","290430","2021","8"
"1670","290440","2021","4"
"1671","290450","2021","3"
"1672","290460","2021","17"
"1673","290470","2021","7"
"1674","290475","2021","11"
"1675","290480","2021","3"
"1676","290485","2021","5"
"1677","290490","2021","11"
"1678","290500","2021","12"
"1679","290510","2021","6"
"1680","290515","2021","2"
"1681","290520","2021","17"
"1682","290530","2021","7"
"1683","290540","2021","9"
"1684","290550","2021","4"
"1685","290560","2021","16"
"1686","290570","2021","84"
"1687","290580","2021","22"
"1688","290590","2021","17"
"1689","290600","2021","32"
"1690","290620","2021","10"
"1691","290630","2021","27"
"1692","290640","2021","1"
"1693","290650","2021","20"
"1694","290660","2021","4"
"1695","290670","2021","12"
"1696","290680","2021","16"
"1697","290682","2021","10"
"1698","290685","2021","3"
"1699","290687","2021","6"
"1700","290689","2021","3"
"1701","290690","2021","7"
"1702","290700","2021","3"
"1703","290710","2021","16"
"1704","290720","2021","59"
"1705","290730","2021","4"
"1706","290740","2021","4"
"1707","290750","2021","10"
"1708","290755","2021","1"
"1709","290760","2021","13"
"1710","290770","2021","11"
"1711","290780","2021","12"
"1712","290790","2021","10"
"1713","290800","2021","13"
"1714","290820","2021","3"
"1715","290830","2021","7"
"1716","290840","2021","11"
"1717","290850","2021","4"
"1718","290860","2021","22"
"1719","290870","2021","5"
"1720","290880","2021","1"
"1721","290890","2021","2"
"1722","290900","2021","1"
"1723","290910","2021","2"
"1724","290920","2021","14"
"1725","290930","2021","14"
"1726","290940","2021","6"
"1727","290950","2021","1"
"1728","290960","2021","16"
"1729","290970","2021","1"
"1730","290980","2021","9"
"1731","290990","2021","29"
"1732","291000","2021","13"
"1733","291005","2021","23"
"1734","291010","2021","4"
"1735","291030","2021","1"
"1736","291040","2021","11"
"1737","291050","2021","10"
"1738","291060","2021","25"
"1739","291070","2021","17"
"1740","291072","2021","50"
"1741","291075","2021","10"
"1742","291080","2021","71"
"1743","291085","2021","8"
"1744","291090","2021","1"
"1745","291100","2021","4"
"1746","291110","2021","12"
"1747","291120","2021","30"
"1748","291125","2021","1"
"1749","291130","2021","1"
"1750","291140","2021","7"
"1751","291150","2021","3"
"1752","291160","2021","9"
"1753","291165","2021","1"
"1754","291170","2021","20"
"1755","291180","2021","7"
"1756","291185","2021","3"
"1757","291190","2021","7"
"1758","291200","2021","3"
"1759","291210","2021","12"
"1760","291220","2021","10"
"1761","291230","2021","6"
"1762","291240","2021","4"
"1763","291250","2021","2"
"1764","291260","2021","1"
"1765","291270","2021","11"
"1766","291280","2021","4"
"1767","291290","2021","12"
"1768","291300","2021","2"
"1769","291310","2021","17"
"1770","291320","2021","17"
"1771","291330","2021","2"
"1772","291340","2021","2"
"1773","291345","2021","5"
"1774","291350","2021","1"
"1775","291360","2021","50"
"1776","291370","2021","7"
"1777","291380","2021","4"
"1778","291390","2021","15"
"1779","291400","2021","45"
"1780","291420","2021","4"
"1781","291430","2021","5"
"1782","291440","2021","2"
"1783","291450","2021","7"
"1784","291460","2021","14"
"1785","291465","2021","16"
"1786","291470","2021","13"
"1787","291480","2021","33"
"1788","291490","2021","22"
"1789","291500","2021","7"
"1790","291510","2021","7"
"1791","291520","2021","5"
"1792","291530","2021","2"
"1793","291535","2021","7"
"1794","291540","2021","3"
"1795","291550","2021","13"
"1796","291560","2021","26"
"1797","291570","2021","7"
"1798","291580","2021","6"
"1799","291600","2021","6"
"1800","291610","2021","4"
"1801","291620","2021","4"
"1802","291630","2021","7"
"1803","291640","2021","17"
"1804","291650","2021","47"
"1805","291660","2021","5"
"1806","291670","2021","5"
"1807","291680","2021","4"
"1808","291685","2021","3"
"1809","291690","2021","3"
"1810","291700","2021","12"
"1811","291710","2021","12"
"1812","291720","2021","6"
"1813","291730","2021","5"
"1814","291733","2021","3"
"1815","291735","2021","5"
"1816","291740","2021","1"
"1817","291750","2021","22"
"1818","291760","2021","19"
"1819","291770","2021","5"
"1820","291780","2021","4"
"1821","291790","2021","6"
"1822","291800","2021","33"
"1823","291810","2021","13"
"1824","291820","2021","5"
"1825","291830","2021","4"
"1826","291835","2021","13"
"1827","291840","2021","97"
"1828","291845","2021","9"
"1829","291850","2021","5"
"1830","291855","2021","1"
"1831","291860","2021","1"
"1832","291875","2021","6"
"1833","291880","2021","10"
"1834","291900","2021","4"
"1835","291905","2021","5"
"1836","291910","2021","4"
"1837","291915","2021","7"
"1838","291920","2021","52"
"1839","291930","2021","1"
"1840","291940","2021","2"
"1841","291950","2021","22"
"1842","291955","2021","33"
"1843","291960","2021","6"
"1844","291970","2021","5"
"1845","291980","2021","16"
"1846","291990","2021","6"
"1847","291992","2021","2"
"1848","291995","2021","4"
"1849","292000","2021","2"
"1850","292010","2021","6"
"1851","292020","2021","9"
"1852","292030","2021","2"
"1853","292040","2021","3"
"1854","292045","2021","1"
"1855","292050","2021","12"
"1856","292060","2021","11"
"1857","292070","2021","9"
"1858","292080","2021","2"
"1859","292090","2021","5"
"1860","292100","2021","10"
"1861","292105","2021","9"
"1862","292110","2021","5"
"1863","292120","2021","8"
"1864","292130","2021","2"
"1865","292140","2021","3"
"1866","292145","2021","1"
"1867","292150","2021","28"
"1868","292160","2021","6"
"1869","292170","2021","11"
"1870","292190","2021","5"
"1871","292200","2021","8"
"1872","292205","2021","7"
"1873","292210","2021","13"
"1874","292220","2021","2"
"1875","292225","2021","2"
"1876","292230","2021","7"
"1877","292240","2021","7"
"1878","292250","2021","6"
"1879","292260","2021","16"
"1880","292265","2021","3"
"1881","292270","2021","6"
"1882","292273","2021","1"
"1883","292275","2021","7"
"1884","292280","2021","4"
"1885","292290","2021","18"
"1886","292300","2021","5"
"1887","292303","2021","3"
"1888","292305","2021","4"
"1889","292310","2021","13"
"1890","292320","2021","13"
"1891","292330","2021","1"
"1892","292335","2021","11"
"1893","292340","2021","8"
"1894","292350","2021","1"
"1895","292360","2021","5"
"1896","292370","2021","13"
"1897","292380","2021","19"
"1898","292390","2021","5"
"1899","292400","2021","43"
"1900","292405","2021","4"
"1901","292410","2021","2"
"1902","292420","2021","15"
"1903","292430","2021","4"
"1904","292440","2021","34"
"1905","292450","2021","1"
"1906","292460","2021","9"
"1907","292465","2021","2"
"1908","292467","2021","8"
"1909","292480","2021","8"
"1910","292490","2021","2"
"1911","292500","2021","11"
"1912","292510","2021","24"
"1913","292520","2021","8"
"1914","292525","2021","9"
"1915","292530","2021","63"
"1916","292540","2021","5"
"1917","292550","2021","23"
"1918","292560","2021","3"
"1919","292570","2021","4"
"1920","292575","2021","19"
"1921","292580","2021","15"
"1922","292590","2021","8"
"1923","292595","2021","11"
"1924","292600","2021","11"
"1925","292610","2021","1"
"1926","292620","2021","5"
"1927","292630","2021","3"
"1928","292640","2021","10"
"1929","292650","2021","11"
"1930","292660","2021","15"
"1931","292665","2021","7"
"1932","292670","2021","9"
"1933","292680","2021","7"
"1934","292690","2021","3"
"1935","292700","2021","19"
"1936","292710","2021","4"
"1937","292720","2021","8"
"1938","292730","2021","2"
"1939","292740","2021","361"
"1940","292750","2021","10"
"1941","292760","2021","8"
"1942","292770","2021","17"
"1943","292790","2021","3"
"1944","292800","2021","16"
"1945","292805","2021","6"
"1946","292810","2021","24"
"1947","292820","2021","8"
"1948","292840","2021","8"
"1949","292850","2021","4"
"1950","292860","2021","16"
"1951","292870","2021","18"
"1952","292880","2021","10"
"1953","292890","2021","15"
"1954","292895","2021","1"
"1955","292900","2021","2"
"1956","292905","2021","7"
"1957","292910","2021","5"
"1958","292920","2021","13"
"1959","292925","2021","3"
"1960","292930","2021","4"
"1961","292935","2021","4"
"1962","292937","2021","6"
"1963","292940","2021","5"
"1964","292950","2021","6"
"1965","292960","2021","7"
"1966","292970","2021","13"
"1967","292975","2021","2"
"1968","292980","2021","3"
"1969","292990","2021","2"
"1970","293000","2021","4"
"1971","293010","2021","14"
"1972","293015","2021","17"
"1973","293020","2021","21"
"1974","293030","2021","9"
"1975","293040","2021","4"
"1976","293050","2021","22"
"1977","293060","2021","5"
"1978","293070","2021","39"
"1979","293075","2021","7"
"1980","293076","2021","10"
"1981","293077","2021","6"
"1982","293080","2021","5"
"1983","293090","2021","2"
"1984","293100","2021","11"
"1985","293105","2021","3"
"1986","293110","2021","1"
"1987","293120","2021","6"
"1988","293130","2021","6"
"1989","293135","2021","38"
"1990","293140","2021","1"
"1991","293150","2021","6"
"1992","293160","2021","6"
"1993","293170","2021","3"
"1994","293180","2021","6"
"1995","293190","2021","12"
"1996","293200","2021","5"
"1997","293210","2021","5"
"1998","293220","2021","16"
"1999","293230","2021","4"
"2000","293240","2021","4"
"2001","293245","2021","5"
"2002","293250","2021","17"
"2003","293260","2021","11"
"2004","293270","2021","21"
"2005","293280","2021","4"
"2006","293290","2021","36"
"2007","293300","2021","3"
"2008","293305","2021","3"
"2009","293315","2021","5"
"2010","293317","2021","5"
"2011","293320","2021","9"
"2012","293325","2021","1"
"2013","293330","2021","86"
"2014","293345","2021","7"
"2015","293350","2021","19"
"2016","293360","2021","33"
"2017","310020","2021","2"
"2018","310030","2021","6"
"2019","310040","2021","1"
"2020","310060","2021","3"
"2021","310090","2021","2"
"2022","310100","2021","3"
"2023","310110","2021","2"
"2024","310120","2021","2"
"2025","310150","2021","3"
"2026","310160","2021","4"
"2027","310170","2021","62"
"2028","310210","2021","3"
"2029","310230","2021","3"
"2030","310240","2021","1"
"2031","310250","2021","1"
"2032","310260","2021","13"
"2033","310285","2021","8"
"2034","310300","2021","4"
"2035","310320","2021","1"
"2036","310340","2021","16"
"2037","310350","2021","4"
"2038","310370","2021","1"
"2039","310375","2021","2"
"2040","310400","2021","14"
"2041","310420","2021","1"
"2042","310430","2021","1"
"2043","310440","2021","1"
"2044","310445","2021","2"
"2045","310450","2021","8"
"2046","310460","2021","1"
"2047","310470","2021","2"
"2048","310490","2021","2"
"2049","310510","2021","1"
"2050","310560","2021","7"
"2051","310620","2021","82"
"2052","310630","2021","5"
"2053","310640","2021","6"
"2054","310650","2021","1"
"2055","310660","2021","36"
"2056","310665","2021","1"
"2057","310670","2021","18"
"2058","310680","2021","1"
"2059","310690","2021","3"
"2060","310710","2021","1"
"2061","310730","2021","6"
"2062","310740","2021","4"
"2063","310780","2021","2"
"2064","310790","2021","8"
"2065","310825","2021","1"
"2066","310830","2021","2"
"2067","310840","2021","1"
"2068","310850","2021","1"
"2069","310855","2021","2"
"2070","310860","2021","2"
"2071","310900","2021","6"
"2072","310910","2021","3"
"2073","310920","2021","1"
"2074","310930","2021","8"
"2075","310940","2021","2"
"2076","310945","2021","3"
"2077","310950","2021","3"
"2078","310990","2021","2"
"2079","311000","2021","7"
"2080","311030","2021","1"
"2081","311040","2021","1"
"2082","311050","2021","5"
"2083","311060","2021","1"
"2084","311070","2021","5"
"2085","311090","2021","4"
"2086","311100","2021","3"
"2087","311110","2021","1"
"2088","311115","2021","1"
"2089","311120","2021","4"
"2090","311130","2021","2"
"2091","311150","2021","4"
"2092","311160","2021","3"
"2093","311180","2021","3"
"2094","311205","2021","1"
"2095","311210","2021","2"
"2096","311230","2021","24"
"2097","311240","2021","1"
"2098","311260","2021","6"
"2099","311270","2021","1"
"2100","311280","2021","1"
"2101","311290","2021","1"
"2102","311300","2021","6"
"2103","311320","2021","2"
"2104","311330","2021","2"
"2105","311340","2021","12"
"2106","311350","2021","1"
"2107","311360","2021","2"
"2108","311370","2021","6"
"2109","311380","2021","2"
"2110","311390","2021","4"
"2111","311420","2021","1"
"2112","311430","2021","3"
"2113","311440","2021","1"
"2114","311450","2021","2"
"2115","311455","2021","1"
"2116","311510","2021","1"
"2117","311530","2021","4"
"2118","311545","2021","3"
"2119","311550","2021","1"
"2120","311580","2021","1"
"2121","311615","2021","6"
"2122","311620","2021","1"
"2123","311650","2021","1"
"2124","311660","2021","1"
"2125","311680","2021","3"
"2126","311690","2021","1"
"2127","311710","2021","3"
"2128","311730","2021","5"
"2129","311740","2021","1"
"2130","311750","2021","1"
"2131","311783","2021","1"
"2132","311790","2021","3"
"2133","311800","2021","1"
"2134","311810","2021","3"
"2135","311820","2021","1"
"2136","311830","2021","4"
"2137","311860","2021","25"
"2138","311910","2021","2"
"2139","311940","2021","3"
"2140","311950","2021","2"
"2141","311995","2021","1"
"2142","312015","2021","2"
"2143","312020","2021","2"
"2144","312030","2021","1"
"2145","312083","2021","3"
"2146","312087","2021","1"
"2147","312090","2021","7"
"2148","312100","2021","2"
"2149","312110","2021","1"
"2150","312130","2021","2"
"2151","312150","2021","1"
"2152","312160","2021","8"
"2153","312170","2021","2"
"2154","312190","2021","1"
"2155","312210","2021","1"
"2156","312220","2021","2"
"2157","312230","2021","5"
"2158","312235","2021","2"
"2159","312245","2021","2"
"2160","312247","2021","1"
"2161","312260","2021","2"
"2162","312270","2021","1"
"2163","312310","2021","2"
"2164","312352","2021","2"
"2165","312360","2021","3"
"2166","312370","2021","2"
"2167","312385","2021","2"
"2168","312390","2021","3"
"2169","312400","2021","3"
"2170","312410","2021","12"
"2171","312420","2021","3"
"2172","312430","2021","5"
"2173","312440","2021","4"
"2174","312450","2021","3"
"2175","312460","2021","1"
"2176","312500","2021","2"
"2177","312510","2021","9"
"2178","312540","2021","1"
"2179","312560","2021","2"
"2180","312570","2021","1"
"2181","312590","2021","3"
"2182","312595","2021","1"
"2183","312610","2021","2"
"2184","312620","2021","4"
"2185","312630","2021","1"
"2186","312640","2021","1"
"2187","312650","2021","3"
"2188","312660","2021","1"
"2189","312670","2021","1"
"2190","312680","2021","5"
"2191","312690","2021","1"
"2192","312705","2021","1"
"2193","312710","2021","5"
"2194","312720","2021","1"
"2195","312730","2021","1"
"2196","312737","2021","3"
"2197","312750","2021","2"
"2198","312760","2021","2"
"2199","312770","2021","14"
"2200","312780","2021","1"
"2201","312800","2021","21"
"2202","312820","2021","2"
"2203","312825","2021","1"
"2204","312830","2021","7"
"2205","312840","2021","1"
"2206","312870","2021","10"
"2207","312880","2021","1"
"2208","312890","2021","5"
"2209","312900","2021","1"
"2210","312930","2021","4"
"2211","312950","2021","3"
"2212","312960","2021","2"
"2213","312965","2021","2"
"2214","312970","2021","1"
